maintenance_id,equipment_id,unit_id,maintenance_type,maintenance_date,completion_date,downtime_days,maintenance_cost,maintenance_status,failure_category
M-01080,E-00632,U-038,Preventive,2025-06-05,2025-06-16,17,2428.85,In Progress,Mechanical
M-01081,E-01574,U-016,Inspection,2026-05-23,2026-06-01,7,19296.76,Overdue,Electrical
M-01082,E-00107,U-020,Preventive,2026-05-15,2026-05-21,1,11376.74,Overdue,Mechanical
M-01083,E-01322,U-033,Inspection,2025-01-21,2025-01-28,5,9928.33,Completed,Power
M-01084,E-00909,U-006,Preventive,2026-02-19,2026-02-24,7,3685.05,In Progress,Electrical
M-01085,E-00314,U-055,Corrective,2025-01-04,2025-01-14,17,1788.13,Overdue,Electrical
M-01086,E-00083,U-043,Inspection,2026-05-08,2026-05-18,8,11302.76,Overdue,Electrical
M-01087,E-01014,U-002,Preventive,2025-12-03,2025-12-15,7,15697.76,Overdue,Electrical
M-01088,E-01712,U-030,Corrective,2025-07-19,2025-07-29,4,20363.64,In Progress,Mechanical
M-01089,E-00568,U-004,Preventive,2025-10-02,2025-10-13,18,17003.89,Overdue,Mechanical
M-01090,E-00927,U-014,Preventive,2026-08-06,2026-08-15,6,10294.38,Completed,Software
M-01091,E-00037,U-015,Corrective,2025-04-14,2025-04-20,4,8234.15,Overdue,Software
M-01092,E-00643,U-024,Corrective,2025-06-19,2025-06-24,15,21380.44,Overdue,Electrical
M-01093,E-00203,U-037,Inspection,2026-01-05,2026-01-11,8,5230.15,Completed,No Failure
M-01094,E-01327,U-023,Inspection,2026-04-02,2026-04-06,3,19927.98,Completed,Mechanical
M-01095,E-01674,U-021,Corrective,2026-05-22,2026-05-29,3,15598.39,In Progress,No Failure
M-01096,E-01760,U-013,Corrective,2026-04-21,2026-04-27,2,3991.2,Completed,No Failure
M-01097,E-01610,U-024,Preventive,2025-02-14,2025-02-22,17,10891.69,Overdue,Software
M-01098,E-01580,U-038,Corrective,2026-07-31,2026-08-09,15,1881.83,Completed,Mechanical
M-01099,E-00248,U-005,Corrective,2025-05-09,2025-05-13,17,22488.14,Completed,Electrical
M-01100,E-00396,U-028,Inspection,2025-04-08,2025-04-20,1,8607.19,Completed,Electrical
M-01101,E-01710,U-041,Inspection,2026-01-28,2026-02-01,6,18389.52,In Progress,Software
M-01102,E-01696,U-043,Inspection,2025-06-21,2025-06-29,10,17050.32,In Progress,Power
M-01103,E-00367,U-006,Inspection,2026-02-09,2026-02-20,16,8272.85,Completed,No Failure
M-01104,E-01530,U-030,Preventive,2025-12-23,2026-01-03,9,19111.49,Completed,Software
M-01105,E-01008,U-001,Inspection,2025-05-18,2025-05-19,15,8466.7,Overdue,Power
M-01106,E-01501,U-043,Corrective,2025-04-10,2025-04-21,10,6651.85,Overdue,Mechanical
M-01107,E-01658,U-033,Inspection,2025-04-28,2025-05-10,13,16664.11,In Progress,Software
M-01108,E-01556,U-017,Preventive,2026-01-29,2026-02-09,9,16893.73,Overdue,Mechanical
M-01109,E-00013,U-057,Inspection,2026-08-12,2026-08-15,16,11445.51,Overdue,No Failure
M-01110,E-01729,U-042,Corrective,2025-12-30,2026-01-03,14,13434.59,Completed,Electrical
M-01111,E-00121,U-010,Inspection,2025-11-25,2025-11-27,18,4323.34,Completed,No Failure
M-01112,E-01619,U-032,Preventive,2025-02-01,2025-02-03,18,11146.78,Completed,No Failure
M-01113,E-00977,U-005,Inspection,2025-12-30,2026-01-01,9,7306.66,Overdue,Mechanical
M-01114,E-00849,U-003,Preventive,2026-03-16,2026-03-26,14,20247.49,Overdue,Electrical
M-01115,E-01406,U-018,Preventive,2026-01-21,2026-01-23,11,1837.51,In Progress,Power
M-01116,E-00558,U-018,Preventive,2025-01-02,2025-01-03,6,10109.18,In Progress,Mechanical
M-01117,E-00929,U-030,Inspection,2026-01-23,2026-01-28,15,9568.48,Overdue,Electrical
M-01118,E-00743,U-001,Preventive,2026-04-14,2026-04-26,5,14904.76,In Progress,Electrical
M-01119,E-00617,U-057,Preventive,2025-03-27,2025-04-02,1,11113.91,In Progress,Software
M-01120,E-00044,U-026,Preventive,2025-06-05,2025-06-09,2,15492.96,In Progress,Electrical
M-01121,E-01559,U-023,Preventive,2025-07-10,2025-07-15,16,16093.46,In Progress,No Failure
M-01122,E-01716,U-017,Corrective,2026-01-20,2026-01-24,15,5883.33,Completed,Mechanical
M-01123,E-00418,U-012,Preventive,2025-10-31,2025-11-09,1,23798.01,Overdue,Software
M-01124,E-00144,U-026,Preventive,2026-03-04,2026-03-14,7,2029.05,Overdue,Electrical
M-01125,E-00229,U-023,Preventive,2025-12-27,2026-01-04,4,21536.11,Completed,Electrical
M-01126,E-00816,U-015,Corrective,2025-05-05,2025-05-15,2,5896.22,In Progress,No Failure
M-01127,E-00680,U-025,Preventive,2026-08-14,2026-08-19,4,3430.81,Overdue,Software
M-01128,E-01311,U-013,Corrective,2026-04-26,2026-05-06,14,17030.96,Completed,Software
M-01129,E-01179,U-001,Corrective,2025-10-19,2025-10-27,2,14409.01,Overdue,Electrical
M-01130,E-01379,U-020,Inspection,2025-02-19,2025-02-27,9,15589.25,Completed,Power
M-01131,E-00307,U-054,Preventive,2026-06-08,2026-06-09,17,16903.52,In Progress,Software
M-01132,E-01059,U-024,Inspection,2025-11-15,2025-11-23,15,21313.06,Overdue,Software
M-01133,E-01034,U-026,Corrective,2025-06-06,2025-06-10,15,9031.28,In Progress,Software
M-01134,E-01518,U-027,Inspection,2026-02-06,2026-02-17,14,24907.7,In Progress,Mechanical
M-01135,E-01029,U-019,Inspection,2025-07-11,2025-07-15,1,21881.37,Completed,Software
M-01136,E-01461,U-015,Preventive,2026-03-27,2026-04-02,9,12459.11,In Progress,Software
M-01137,E-00727,U-017,Preventive,2025-01-17,2025-01-21,7,9923.79,Completed,No Failure
M-01138,E-00135,U-026,Corrective,2025-12-02,2025-12-10,17,24193.03,In Progress,No Failure
M-01139,E-01098,U-050,Inspection,2025-06-13,2025-06-16,10,18932.3,In Progress,Mechanical
M-01140,E-01248,U-029,Inspection,2025-05-02,2025-05-06,15,2453.36,In Progress,No Failure
M-01141,E-01164,U-030,Inspection,2025-10-13,2025-10-24,6,16765.8,Completed,No Failure
M-01142,E-00766,U-037,Corrective,2026-08-07,2026-08-18,8,11995.0,Overdue,No Failure
M-01143,E-01631,U-014,Preventive,2025-08-17,2025-08-28,3,9432.17,Overdue,No Failure
M-01144,E-01453,U-010,Corrective,2025-09-05,2025-09-15,1,1145.16,In Progress,Software
M-01145,E-00099,U-006,Corrective,2025-11-08,2025-11-20,10,7394.84,In Progress,No Failure
M-01146,E-01577,U-016,Inspection,2025-12-22,2025-12-31,3,8550.93,Overdue,Power
M-01147,E-01263,U-053,Preventive,2025-09-19,2025-09-27,18,14333.52,Completed,No Failure
M-01148,E-01275,U-024,Corrective,2025-06-14,2025-06-23,2,1017.16,Overdue,Electrical
M-01149,E-01389,U-024,Inspection,2025-02-21,2025-02-28,17,2279.06,In Progress,Mechanical
M-01150,E-01762,U-036,Corrective,2025-03-24,2025-04-04,14,21841.63,In Progress,No Failure
M-01151,E-00211,U-004,Corrective,2026-05-04,2026-05-15,5,20963.86,In Progress,Power
M-01152,E-00005,U-005,Corrective,2026-02-24,2026-02-25,18,24242.24,In Progress,Software
M-01153,E-01524,U-056,Inspection,2025-12-19,2025-12-22,9,24973.77,Completed,Mechanical
M-01154,E-01277,U-003,Corrective,2026-05-07,2026-05-19,11,17690.79,Completed,Mechanical
M-01155,E-00014,U-007,Preventive,2025-02-04,2025-02-05,7,2546.06,Completed,Software
M-01156,E-01772,U-055,Preventive,2026-02-28,2026-03-08,12,14942.23,Overdue,Electrical
M-01157,E-00365,U-045,Inspection,2025-06-05,2025-06-10,10,16024.86,In Progress,Electrical
M-01158,E-00541,U-027,Inspection,2025-04-13,2025-04-18,12,21664.2,Completed,Power
M-01159,E-00744,U-039,Inspection,2025-03-19,2025-03-29,2,2527.38,Completed,Electrical
M-01160,E-00476,U-004,Corrective,2025-08-06,2025-08-16,5,24591.11,In Progress,Electrical
M-01161,E-01429,U-035,Preventive,2026-04-30,2026-05-09,11,14642.75,Overdue,Power
M-01162,E-00866,U-049,Preventive,2026-06-03,2026-06-07,12,18664.18,In Progress,Power
M-01163,E-01422,U-046,Corrective,2025-10-12,2025-10-21,6,2739.38,Overdue,No Failure
M-01164,E-00241,U-029,Corrective,2025-05-04,2025-05-15,11,12193.56,Overdue,Mechanical
M-01165,E-01595,U-040,Inspection,2025-04-13,2025-04-19,4,5662.67,Overdue,Mechanical
M-01166,E-00755,U-051,Preventive,2025-09-12,2025-09-16,16,9359.59,Overdue,Power
M-01167,E-01249,U-060,Preventive,2026-05-22,2026-05-24,15,8330.6,Completed,Mechanical
M-01168,E-00307,U-054,Preventive,2025-08-14,2025-08-19,8,6652.33,Completed,No Failure
M-01169,E-01513,U-044,Inspection,2025-07-29,2025-08-04,16,19894.23,In Progress,Mechanical
M-01170,E-00896,U-001,Inspection,2025-06-19,2025-06-20,16,5333.32,Completed,Mechanical
M-01171,E-00039,U-037,Corrective,2025-01-13,2025-01-25,9,21488.8,In Progress,Mechanical
M-01172,E-01476,U-048,Preventive,2026-06-20,2026-06-25,17,4681.93,In Progress,No Failure
M-01173,E-00975,U-032,Preventive,2026-07-09,2026-07-18,13,5085.96,Overdue,Mechanical
M-01174,E-01069,U-029,Inspection,2026-03-28,2026-03-31,7,21748.63,Overdue,Electrical
M-01175,E-00048,U-012,Preventive,2026-03-15,2026-03-26,12,21788.88,In Progress,Power
M-01176,E-00780,U-005,Inspection,2025-01-20,2025-01-21,12,9125.47,Completed,Power
M-01177,E-00857,U-037,Preventive,2025-05-28,2025-06-09,3,24313.02,In Progress,Mechanical
M-01178,E-01740,U-009,Preventive,2025-01-21,2025-01-23,12,5350.18,Completed,Electrical
M-01179,E-01531,U-015,Preventive,2025-01-26,2025-01-31,4,20821.07,In Progress,Electrical
M-01180,E-00977,U-005,Corrective,2025-12-12,2025-12-24,18,12978.43,Overdue,Electrical
M-01181,E-00434,U-035,Preventive,2026-05-15,2026-05-19,15,24696.19,Overdue,Software
M-01182,E-00968,U-001,Inspection,2025-01-09,2025-01-10,11,6580.24,Completed,Software
M-01183,E-01195,U-015,Inspection,2026-07-18,2026-07-20,6,17759.14,Overdue,Power
M-01184,E-01350,U-024,Corrective,2026-02-04,2026-02-12,12,21203.43,Overdue,Electrical
M-01185,E-01623,U-045,Corrective,2026-02-03,2026-02-08,11,3287.43,Overdue,Mechanical
M-01186,E-00786,U-041,Preventive,2025-06-08,2025-06-11,1,13770.48,Overdue,Power
M-01187,E-01608,U-041,Corrective,2025-10-15,2025-10-20,9,20099.56,Completed,Software
M-01188,E-01159,U-055,Preventive,2026-01-31,2026-02-04,17,1893.59,Completed,Software
M-01189,E-01389,U-024,Preventive,2026-01-21,2026-02-02,14,14472.38,Overdue,Power
M-01190,E-01240,U-033,Corrective,2025-09-27,2025-09-29,2,23803.6,Overdue,Software
M-01191,E-00409,U-027,Inspection,2026-06-16,2026-06-19,5,2229.78,Completed,Software
M-01192,E-01058,U-015,Preventive,2026-01-22,2026-01-27,6,12376.22,In Progress,Electrical
M-01193,E-01629,U-041,Preventive,2025-04-19,2025-04-23,14,16447.75,Overdue,No Failure
M-01194,E-00738,U-040,Inspection,2026-01-21,2026-01-27,14,22866.43,In Progress,No Failure
M-01195,E-01407,U-020,Inspection,2026-01-28,2026-02-02,3,3934.2,In Progress,Power
M-01196,E-01121,U-001,Inspection,2026-06-26,2026-07-06,1,17095.34,Overdue,Software
M-01197,E-01556,U-017,Corrective,2026-06-16,2026-06-17,17,2180.45,Completed,Electrical
M-01198,E-00204,U-046,Inspection,2025-10-17,2025-10-29,6,22895.13,Completed,Electrical
M-01199,E-00053,U-003,Corrective,2025-09-08,2025-09-17,1,12936.04,In Progress,Software
M-01200,E-01357,U-038,Corrective,2026-06-02,2026-06-07,9,5630.79,In Progress,Power
M-01201,E-01597,U-002,Preventive,2025-04-26,2025-04-29,14,21542.64,Overdue,Electrical
M-01202,E-01016,U-026,Preventive,2026-03-03,2026-03-12,8,19506.53,Completed,Software
M-01203,E-00156,U-056,Preventive,2026-06-01,2026-06-06,8,13055.68,In Progress,Power
M-01204,E-00096,U-005,Inspection,2026-04-26,2026-05-04,11,23984.57,In Progress,Software
M-01205,E-01467,U-036,Preventive,2025-09-25,2025-09-27,18,3477.47,Completed,No Failure
M-01206,E-01661,U-045,Inspection,2026-06-23,2026-07-01,9,11835.0,Overdue,No Failure
M-01207,E-01462,U-010,Preventive,2025-08-22,2025-08-24,6,24130.84,In Progress,Software
M-01208,E-01417,U-017,Corrective,2026-03-28,2026-04-04,1,5821.49,Completed,Power
M-01209,E-00219,U-021,Preventive,2025-05-17,2025-05-25,17,3276.5,Completed,Mechanical
M-01210,E-00364,U-023,Preventive,2025-09-08,2025-09-16,11,13384.13,Overdue,No Failure
M-01211,E-01788,U-048,Inspection,2025-03-23,2025-03-29,6,1092.31,Completed,No Failure
M-01212,E-01756,U-032,Preventive,2025-09-25,2025-10-02,12,3692.06,In Progress,Power
M-01213,E-01796,U-060,Preventive,2026-02-10,2026-02-19,4,737.26,In Progress,Power
M-01214,E-00199,U-015,Preventive,2025-02-13,2025-02-15,15,15248.17,Completed,Mechanical
M-01215,E-00132,U-033,Corrective,2025-08-19,2025-08-30,6,4324.48,Overdue,No Failure
M-01216,E-00154,U-005,Inspection,2025-08-09,2025-08-17,2,4827.36,Overdue,Software
M-01217,E-01736,U-032,Inspection,2025-04-04,2025-04-09,1,2331.36,In Progress,Electrical
M-01218,E-01262,U-052,Preventive,2026-02-01,2026-02-13,8,20491.04,Completed,Electrical
M-01219,E-01015,U-053,Corrective,2025-05-27,2025-05-30,2,16002.83,In Progress,Mechanical
M-01220,E-00100,U-005,Inspection,2026-08-09,2026-08-10,14,18527.62,Completed,Mechanical
M-01221,E-00469,U-037,Preventive,2025-09-04,2025-09-10,1,3244.86,In Progress,Power
M-01222,E-00863,U-022,Corrective,2025-05-16,2025-05-18,2,8151.58,Overdue,Mechanical
M-01223,E-00774,U-052,Corrective,2025-05-03,2025-05-07,2,22022.91,In Progress,No Failure
M-01224,E-01660,U-053,Preventive,2025-12-13,2025-12-17,8,16609.4,Completed,Software
M-01225,E-00811,U-005,Preventive,2026-03-30,2026-03-31,5,7688.7,Completed,Electrical
M-01226,E-00634,U-058,Inspection,2025-04-06,2025-04-10,11,14393.05,Overdue,Electrical
M-01227,E-00850,U-050,Preventive,2025-12-12,2025-12-16,2,5946.26,In Progress,Power
M-01228,E-01354,U-052,Corrective,2026-06-14,2026-06-22,9,5415.01,Overdue,No Failure
M-01229,E-01205,U-008,Inspection,2025-11-24,2025-11-25,1,1177.78,Overdue,Mechanical
M-01230,E-00209,U-060,Preventive,2026-02-06,2026-02-17,13,12459.49,Completed,No Failure
M-01231,E-01461,U-015,Corrective,2025-11-14,2025-11-23,8,16385.45,In Progress,Electrical
M-01232,E-00743,U-001,Preventive,2025-01-06,2025-01-10,9,19329.18,In Progress,Mechanical
M-01233,E-01047,U-023,Corrective,2025-10-25,2025-11-06,10,16249.41,Completed,No Failure
M-01234,E-01029,U-019,Inspection,2025-04-19,2025-04-29,1,3940.89,Completed,No Failure
M-01235,E-00195,U-008,Corrective,2026-01-20,2026-01-22,17,13914.91,Overdue,No Failure
M-01236,E-00832,U-010,Inspection,2025-01-17,2025-01-19,16,19258.11,Completed,Electrical
M-01237,E-00704,U-028,Inspection,2025-05-03,2025-05-13,6,10052.13,In Progress,Electrical
M-01238,E-01299,U-016,Preventive,2025-12-29,2026-01-03,13,2806.52,In Progress,Power
M-01239,E-01356,U-008,Inspection,2025-05-29,2025-06-09,17,15868.72,In Progress,Power
M-01240,E-01502,U-049,Corrective,2026-03-18,2026-03-25,18,22054.14,Overdue,Software
M-01241,E-01704,U-015,Preventive,2026-05-27,2026-05-28,5,22262.44,In Progress,Software
M-01242,E-00996,U-026,Preventive,2025-03-24,2025-03-28,13,19683.37,In Progress,Power
M-01243,E-00583,U-012,Corrective,2026-05-15,2026-05-20,3,6686.77,Completed,Electrical
M-01244,E-00236,U-034,Corrective,2026-03-25,2026-03-31,7,2078.45,In Progress,Mechanical
M-01245,E-01189,U-003,Corrective,2026-01-13,2026-01-14,18,24043.08,Completed,Power
M-01246,E-01287,U-051,Corrective,2025-01-19,2025-01-31,12,7972.75,Completed,Mechanical
M-01247,E-00870,U-042,Preventive,2025-09-18,2025-09-26,5,15040.83,Completed,Electrical
M-01248,E-01289,U-029,Preventive,2025-04-06,2025-04-16,1,14354.57,Completed,Mechanical
M-01249,E-00663,U-001,Inspection,2025-02-28,2025-03-09,4,6970.85,In Progress,Mechanical
M-01250,E-00906,U-012,Preventive,2025-02-12,2025-02-16,14,647.75,In Progress,No Failure
M-01251,E-01008,U-001,Corrective,2025-03-02,2025-03-03,6,4749.78,Completed,Mechanical
M-01252,E-00662,U-030,Inspection,2025-07-27,2025-08-07,3,5111.09,Overdue,No Failure
M-01253,E-00922,U-017,Preventive,2026-03-08,2026-03-11,18,1190.04,Overdue,Mechanical
M-01254,E-00613,U-052,Corrective,2025-03-12,2025-03-18,9,17134.7,Completed,Electrical
M-01255,E-00507,U-038,Inspection,2026-04-05,2026-04-06,12,19398.3,In Progress,Software
M-01256,E-00338,U-017,Preventive,2026-07-21,2026-07-29,7,15532.34,Completed,Software
M-01257,E-01522,U-008,Inspection,2026-02-20,2026-03-03,4,1144.36,Overdue,Power
M-01258,E-01642,U-050,Inspection,2026-03-10,2026-03-21,12,11134.64,Completed,Power
M-01259,E-01664,U-058,Corrective,2025-03-04,2025-03-09,13,7305.52,In Progress,Electrical
M-01260,E-00771,U-037,Corrective,2025-09-23,2025-10-02,12,9869.16,In Progress,No Failure
M-01261,E-01137,U-025,Corrective,2025-09-25,2025-09-26,3,16394.89,In Progress,Power
M-01262,E-01627,U-042,Inspection,2026-08-11,2026-08-21,5,9226.46,Completed,Software
M-01263,E-01186,U-007,Inspection,2025-06-24,2025-07-01,4,702.98,Overdue,Mechanical
M-01264,E-01288,U-031,Preventive,2025-12-09,2025-12-14,8,13453.46,Completed,Mechanical
M-01265,E-01400,U-010,Preventive,2025-12-08,2025-12-09,8,5048.62,Overdue,Software
M-01266,E-01560,U-024,Corrective,2026-02-24,2026-03-06,4,13649.7,Completed,Software
M-01267,E-01622,U-020,Preventive,2026-06-26,2026-07-02,6,13487.04,Completed,Software
M-01268,E-01580,U-038,Corrective,2025-02-13,2025-02-17,1,24283.59,In Progress,Power
M-01269,E-00031,U-035,Preventive,2026-07-09,2026-07-10,8,14269.3,Overdue,Mechanical
M-01270,E-00039,U-037,Inspection,2025-04-18,2025-04-25,16,11866.0,In Progress,Software
M-01271,E-00292,U-028,Inspection,2025-03-08,2025-03-19,4,18494.14,In Progress,No Failure
M-01272,E-01730,U-054,Preventive,2026-05-17,2026-05-27,15,1357.59,In Progress,Electrical
M-01273,E-00601,U-044,Corrective,2025-11-10,2025-11-22,9,1100.22,In Progress,Software
M-01274,E-00239,U-056,Preventive,2025-11-13,2025-11-22,15,20062.8,In Progress,Power
M-01275,E-01132,U-021,Preventive,2025-11-09,2025-11-11,11,18755.21,In Progress,Electrical
M-01276,E-01015,U-053,Inspection,2026-03-11,2026-03-17,15,15810.83,Overdue,Electrical
M-01277,E-00369,U-019,Preventive,2026-02-23,2026-02-26,16,5851.78,In Progress,Power
M-01278,E-01002,U-013,Preventive,2025-02-13,2025-02-24,3,14488.89,Completed,Mechanical
M-01279,E-00838,U-045,Corrective,2026-02-20,2026-03-03,4,23136.05,In Progress,No Failure
M-01280,E-01404,U-043,Corrective,2025-08-28,2025-09-01,1,22373.19,In Progress,Software
M-01281,E-01336,U-048,Preventive,2025-08-25,2025-09-04,17,11376.97,Overdue,Software
M-01282,E-00176,U-054,Preventive,2026-03-18,2026-03-24,3,14783.82,In Progress,No Failure
M-01283,E-00328,U-042,Preventive,2025-10-02,2025-10-06,14,18859.14,In Progress,Mechanical
M-01284,E-01493,U-034,Corrective,2025-08-09,2025-08-13,18,1608.85,Completed,No Failure
M-01285,E-01077,U-018,Preventive,2025-09-27,2025-10-02,3,5116.83,Overdue,Electrical
M-01286,E-01466,U-044,Corrective,2025-05-03,2025-05-15,18,4000.78,Completed,No Failure
M-01287,E-00223,U-009,Corrective,2025-10-21,2025-10-28,6,1116.72,Completed,Mechanical
M-01288,E-00945,U-003,Corrective,2026-07-06,2026-07-10,12,8144.88,In Progress,Mechanical
M-01289,E-00715,U-044,Corrective,2026-03-04,2026-03-12,7,2073.17,Completed,Electrical
M-01290,E-01049,U-038,Corrective,2026-07-01,2026-07-11,6,10410.86,Completed,Electrical
M-01291,E-01305,U-030,Preventive,2025-01-20,2025-01-29,17,22256.26,In Progress,Power
M-01292,E-01124,U-015,Preventive,2025-07-19,2025-07-21,10,13901.69,In Progress,Electrical
M-01293,E-01039,U-047,Corrective,2025-04-17,2025-04-23,14,739.45,Overdue,No Failure
M-01294,E-01389,U-024,Preventive,2025-09-28,2025-10-07,2,18900.86,Overdue,Power
M-01295,E-00577,U-009,Corrective,2025-10-19,2025-10-31,6,14115.79,Completed,Electrical
M-01296,E-00135,U-026,Preventive,2026-04-24,2026-04-29,13,1332.62,Overdue,Electrical
M-01297,E-00446,U-027,Preventive,2026-03-21,2026-03-23,9,14317.37,Overdue,No Failure
M-01298,E-01058,U-015,Preventive,2025-03-29,2025-04-06,5,19196.3,Overdue,Power
M-01299,E-01066,U-039,Corrective,2025-01-08,2025-01-14,1,16423.38,Completed,Software
M-01300,E-01613,U-019,Corrective,2025-08-24,2025-09-03,4,16536.04,In Progress,Mechanical
M-01301,E-01004,U-050,Corrective,2026-02-27,2026-03-09,6,18271.19,Completed,Software
M-01302,E-01415,U-040,Inspection,2026-02-21,2026-02-23,7,22005.84,Overdue,Electrical
M-01303,E-01330,U-028,Inspection,2025-05-15,2025-05-18,16,20340.86,Overdue,No Failure
M-01304,E-01144,U-045,Corrective,2025-03-18,2025-03-24,7,16649.47,Completed,Mechanical
M-01305,E-01410,U-059,Inspection,2026-05-31,2026-06-04,2,23346.84,Completed,Power
M-01306,E-00815,U-058,Preventive,2026-05-14,2026-05-21,2,16465.76,Completed,Software
M-01307,E-00637,U-002,Inspection,2025-03-16,2025-03-24,17,11649.38,Completed,Power
M-01308,E-01047,U-023,Corrective,2026-05-20,2026-05-30,1,12065.88,In Progress,Mechanical
M-01309,E-01087,U-039,Preventive,2026-06-06,2026-06-07,11,17523.44,Completed,Software
M-01310,E-00181,U-053,Corrective,2026-03-04,2026-03-13,3,4754.03,Overdue,Power
M-01311,E-00910,U-030,Inspection,2025-08-15,2025-08-26,18,8558.92,Overdue,Software
M-01312,E-00458,U-056,Inspection,2025-03-01,2025-03-04,6,19785.11,Overdue,Software
M-01313,E-00198,U-033,Corrective,2025-10-08,2025-10-18,12,6623.23,In Progress,Power
M-01314,E-01695,U-035,Inspection,2026-03-08,2026-03-17,5,6452.81,Completed,No Failure
M-01315,E-00899,U-044,Inspection,2025-06-21,2025-06-26,17,10650.94,Overdue,No Failure
M-01316,E-00698,U-013,Inspection,2026-03-19,2026-03-22,8,24838.27,Overdue,Electrical
M-01317,E-01021,U-057,Preventive,2026-07-20,2026-07-22,9,9950.04,Completed,No Failure
M-01318,E-00568,U-004,Preventive,2025-03-21,2025-03-30,1,6755.42,In Progress,No Failure
M-01319,E-01770,U-059,Preventive,2025-06-12,2025-06-21,7,19053.39,Completed,Mechanical
M-01320,E-01124,U-015,Corrective,2026-04-03,2026-04-12,11,10366.01,Completed,Electrical
M-01321,E-01116,U-006,Corrective,2026-07-24,2026-08-05,3,12251.36,Completed,Power
M-01322,E-01634,U-019,Corrective,2026-04-08,2026-04-15,1,17735.68,Completed,Software
M-01323,E-01795,U-058,Inspection,2025-12-06,2025-12-08,8,10487.16,Overdue,Software
M-01324,E-00101,U-015,Corrective,2026-03-13,2026-03-21,10,2324.1,In Progress,Software
M-01325,E-01124,U-015,Inspection,2025-09-15,2025-09-19,14,10414.32,Overdue,Power
M-01326,E-01384,U-009,Corrective,2025-09-10,2025-09-22,12,10703.9,Completed,Software
M-01327,E-00558,U-018,Preventive,2025-12-29,2026-01-04,16,11595.72,Overdue,Electrical
M-01328,E-01075,U-059,Inspection,2026-01-06,2026-01-09,9,24131.2,Overdue,Power
M-01329,E-00848,U-042,Inspection,2025-03-17,2025-03-28,17,22843.76,Completed,Electrical
M-01330,E-00598,U-048,Inspection,2025-11-16,2025-11-26,6,5157.67,Overdue,Electrical
M-01331,E-00077,U-014,Preventive,2025-10-16,2025-10-21,9,8447.66,Completed,Mechanical
M-01332,E-01706,U-038,Corrective,2026-02-04,2026-02-15,2,4307.44,In Progress,Software
M-01333,E-00355,U-037,Inspection,2025-12-07,2025-12-16,18,22868.15,In Progress,No Failure
M-01334,E-01482,U-030,Preventive,2025-01-04,2025-01-12,14,5603.92,Completed,Software
M-01335,E-00598,U-048,Preventive,2025-01-03,2025-01-12,1,7948.5,In Progress,Mechanical
M-01336,E-00185,U-043,Corrective,2025-06-10,2025-06-20,18,23476.46,Overdue,Electrical
M-01337,E-00653,U-011,Preventive,2025-11-23,2025-11-24,17,10623.49,Completed,Software
M-01338,E-01691,U-011,Preventive,2026-04-19,2026-04-27,17,5570.97,Completed,No Failure
M-01339,E-00482,U-051,Inspection,2025-05-11,2025-05-16,2,4578.47,In Progress,Mechanical
M-01340,E-01205,U-008,Preventive,2025-10-25,2025-10-31,2,2116.0,In Progress,Mechanical
M-01341,E-00919,U-058,Corrective,2026-01-09,2026-01-15,16,7881.38,In Progress,Power
M-01342,E-01300,U-041,Inspection,2025-06-02,2025-06-04,1,17294.41,Overdue,Electrical
M-01343,E-01372,U-026,Corrective,2025-01-04,2025-01-11,2,21850.49,In Progress,Mechanical
M-01344,E-00981,U-043,Inspection,2025-08-04,2025-08-16,10,3337.05,Overdue,Electrical
M-01345,E-00014,U-007,Inspection,2025-01-30,2025-02-06,13,20787.18,In Progress,No Failure
M-01346,E-01352,U-016,Preventive,2025-12-18,2025-12-20,15,9772.43,Completed,Power
M-01347,E-00601,U-044,Inspection,2025-10-26,2025-11-01,13,15220.24,Overdue,Software
M-01348,E-00188,U-027,Preventive,2026-06-07,2026-06-12,7,6138.51,Overdue,Electrical
M-01349,E-01776,U-028,Corrective,2026-04-08,2026-04-16,11,21250.45,In Progress,Mechanical
M-01350,E-00806,U-040,Corrective,2025-01-18,2025-01-27,7,7073.88,Completed,Electrical
M-01351,E-00044,U-026,Preventive,2026-01-17,2026-01-21,17,13890.49,Overdue,Mechanical
M-01352,E-01246,U-032,Inspection,2026-03-22,2026-03-29,13,18285.4,Overdue,No Failure
M-01353,E-01053,U-042,Corrective,2026-04-23,2026-05-02,18,1386.83,Completed,Mechanical
M-01354,E-01310,U-010,Preventive,2025-01-21,2025-01-28,8,23473.09,Overdue,Electrical
M-01355,E-00533,U-046,Preventive,2025-12-08,2025-12-11,13,3463.02,Overdue,Power
M-01356,E-01775,U-035,Inspection,2026-04-06,2026-04-07,6,4375.06,Overdue,Software
M-01357,E-00427,U-050,Inspection,2025-01-23,2025-02-03,10,7710.5,Completed,Power
M-01358,E-00174,U-034,Corrective,2025-07-22,2025-08-03,11,8593.79,In Progress,Software
M-01359,E-01251,U-046,Preventive,2025-02-01,2025-02-09,6,8894.64,In Progress,Software
M-01360,E-00994,U-004,Preventive,2025-05-15,2025-05-16,13,16195.56,In Progress,Mechanical
M-01361,E-00915,U-010,Preventive,2026-06-24,2026-07-02,3,16360.1,In Progress,No Failure
M-01362,E-01613,U-019,Corrective,2025-02-23,2025-02-25,8,10273.92,In Progress,Electrical
