incident_id,unit_id,incident_date,incident_category,severity,status,resolution_days
I-00932,U-037,2026-04-15,Logistics,Low,Resolved,8
I-00933,U-060,2025-10-07,Training,High,Resolved,19
I-00934,U-026,2025-03-22,Training,Low,Resolved,14
I-00935,U-030,2025-11-13,Safety,High,Open,4
I-00936,U-059,2026-01-25,Training,Low,Investigating,7
I-00937,U-024,2025-05-19,Equipment,Medium,Open,14
I-00938,U-026,2026-05-13,Equipment,Low,Investigating,14
I-00939,U-012,2025-05-03,Logistics,High,Investigating,7
I-00940,U-009,2026-03-22,Safety,Critical,Resolved,2
I-00941,U-030,2025-09-21,Equipment,High,Investigating,20
I-00942,U-011,2025-06-20,Logistics,Low,Resolved,0
I-00943,U-023,2025-11-18,Training,Critical,Open,1
I-00944,U-046,2026-03-02,Logistics,Medium,Resolved,0
I-00945,U-041,2025-05-24,Logistics,Medium,Open,11
I-00946,U-048,2026-02-23,Equipment,Medium,Investigating,8
I-00947,U-004,2026-04-09,Logistics,Medium,Resolved,5
I-00948,U-029,2025-03-29,Equipment,Medium,Investigating,7
I-00949,U-008,2025-01-21,Logistics,Critical,Open,11
I-00950,U-020,2025-02-17,Logistics,Critical,Resolved,8
I-00951,U-035,2026-06-27,Safety,Critical,Resolved,4
I-00952,U-060,2025-01-11,Training,Medium,Open,16
I-00953,U-006,2025-05-19,Logistics,Critical,Open,3
I-00954,U-049,2026-04-12,Logistics,High,Resolved,5
I-00955,U-044,2026-05-08,Training,Medium,Investigating,17
I-00956,U-044,2026-07-26,Logistics,Medium,Investigating,4
I-00957,U-030,2025-12-24,Safety,High,Open,12
I-00958,U-021,2025-02-28,Training,Low,Resolved,18
I-00959,U-041,2026-01-14,Equipment,Low,Investigating,9
I-00960,U-029,2025-02-18,Training,High,Resolved,17
I-00961,U-056,2026-04-23,Training,Medium,Resolved,8
I-00962,U-003,2026-05-10,Equipment,Medium,Resolved,20
I-00963,U-019,2025-12-20,Logistics,Medium,Open,4
I-00964,U-054,2026-06-22,Safety,Critical,Open,1
I-00965,U-036,2025-07-11,Equipment,Low,Resolved,8
I-00966,U-004,2025-08-08,Equipment,High,Resolved,15
I-00967,U-030,2026-01-03,Equipment,Medium,Investigating,14
I-00968,U-050,2026-07-10,Equipment,High,Resolved,17
I-00969,U-055,2025-10-16,Training,High,Resolved,1
I-00970,U-044,2026-07-12,Logistics,Critical,Resolved,16
I-00971,U-007,2025-08-03,Equipment,Medium,Resolved,3
I-00972,U-056,2025-04-12,Logistics,Critical,Resolved,12
I-00973,U-043,2025-10-15,Logistics,High,Resolved,16
I-00974,U-048,2025-09-13,Equipment,High,Investigating,12
I-00975,U-016,2026-06-15,Equipment,Medium,Open,14
I-00976,U-001,2026-02-13,Logistics,Critical,Investigating,15
I-00977,U-016,2025-02-03,Training,Medium,Resolved,16
I-00978,U-021,2025-03-03,Logistics,Critical,Open,20
I-00979,U-009,2025-08-06,Logistics,Low,Resolved,1
I-00980,U-047,2025-09-23,Logistics,Medium,Investigating,7
I-00981,U-010,2025-01-20,Safety,High,Investigating,12
I-00982,U-005,2025-05-14,Safety,High,Resolved,18
I-00983,U-055,2025-04-04,Equipment,Medium,Resolved,20
I-00984,U-041,2026-03-01,Logistics,Medium,Open,18
I-00985,U-017,2025-05-04,Training,Medium,Resolved,13
I-00986,U-059,2025-11-23,Safety,Low,Resolved,10
I-00987,U-045,2026-06-01,Safety,Medium,Open,5
I-00988,U-042,2025-08-06,Safety,High,Resolved,20
I-00989,U-011,2025-04-14,Safety,Critical,Open,4
I-00990,U-020,2025-06-08,Safety,Low,Resolved,9
I-00991,U-048,2025-08-25,Training,Critical,Open,0
I-00992,U-050,2026-06-18,Safety,Critical,Investigating,15
I-00993,U-010,2026-05-10,Equipment,Low,Open,13
I-00994,U-045,2025-12-13,Training,High,Investigating,6
I-00995,U-012,2025-09-14,Training,High,Resolved,0
I-00996,U-048,2026-01-04,Equipment,Critical,Open,12
I-00997,U-021,2026-03-09,Safety,High,Investigating,20
I-00998,U-001,2026-06-18,Training,Medium,Open,14
I-00999,U-046,2026-04-29,Equipment,Critical,Open,4
I-01000,U-038,2025-07-10,Equipment,High,Resolved,13
