transaction_id,unit_id,supply_category,item_name,quantity,consumption,reorder_level,transaction_date,delivery_status
L-00794,U-004,Fuel,Kit C,568,148,188,2025-01-05,Pending
L-00795,U-006,Parts,Supply D,226,134,121,2026-03-17,Delivered
L-00796,U-003,Fuel,Kit C,132,41,161,2026-03-02,Delivered
L-00797,U-041,Fuel,Kit C,173,26,189,2026-01-15,In Transit
L-00798,U-030,Parts,Component A,769,59,87,2025-09-14,Delivered
L-00799,U-007,Food,Supply D,865,83,148,2026-02-12,In Transit
L-00800,U-036,Fuel,Kit C,320,120,77,2025-01-28,Delivered
L-00801,U-020,Food,Component A,377,53,166,2025-07-27,Pending
L-00802,U-001,Fuel,Component A,330,58,98,2026-06-01,In Transit
L-00803,U-057,Parts,Component A,381,11,50,2026-02-25,Pending
L-00804,U-057,Food,Component B,967,36,137,2025-12-20,Pending
L-00805,U-059,Fuel,Supply D,683,135,172,2026-03-29,Delivered
L-00806,U-056,Food,Kit C,166,119,65,2025-03-22,In Transit
L-00807,U-012,Parts,Kit C,378,97,142,2025-10-03,In Transit
L-00808,U-040,Parts,Component A,819,131,178,2025-07-19,In Transit
L-00809,U-010,Food,Component A,378,99,150,2026-07-02,Pending
L-00810,U-053,Food,Kit C,625,61,54,2025-04-19,In Transit
L-00811,U-036,Fuel,Component B,998,41,177,2025-01-29,Pending
L-00812,U-016,Food,Kit C,456,80,171,2026-02-12,Delivered
L-00813,U-048,Medical,Component B,694,21,177,2025-06-27,Delivered
L-00814,U-044,Medical,Kit C,966,137,100,2025-11-29,In Transit
L-00815,U-031,Fuel,Kit C,543,24,94,2026-03-18,Pending
L-00816,U-001,Food,Component B,551,85,136,2026-06-11,Pending
L-00817,U-013,Medical,Supply D,634,134,78,2026-02-18,In Transit
L-00818,U-021,Medical,Kit C,634,30,116,2025-12-28,Delivered
L-00819,U-055,Parts,Component B,856,67,81,2025-06-02,In Transit
L-00820,U-041,Medical,Component B,572,38,175,2025-09-28,Delivered
L-00821,U-058,Fuel,Kit C,746,94,147,2025-11-25,In Transit
L-00822,U-022,Parts,Supply D,962,148,105,2026-04-15,Pending
L-00823,U-012,Fuel,Supply D,73,76,179,2025-07-25,Pending
L-00824,U-045,Medical,Component A,323,52,184,2025-11-24,Delivered
L-00825,U-019,Fuel,Supply D,587,25,55,2026-02-09,In Transit
L-00826,U-001,Food,Supply D,926,144,82,2025-10-02,Delivered
L-00827,U-033,Parts,Component A,180,65,57,2025-07-07,In Transit
L-00828,U-014,Medical,Component B,286,143,192,2025-07-02,In Transit
L-00829,U-032,Food,Supply D,75,46,90,2025-03-10,Pending
L-00830,U-011,Fuel,Kit C,411,135,165,2026-05-18,Delivered
L-00831,U-047,Medical,Component B,175,132,153,2025-08-21,Pending
L-00832,U-029,Fuel,Component B,601,107,150,2025-04-30,Pending
L-00833,U-056,Food,Component B,337,71,90,2026-06-12,Pending
L-00834,U-013,Fuel,Kit C,262,115,162,2025-04-21,In Transit
L-00835,U-036,Fuel,Component B,262,12,57,2026-01-12,In Transit
L-00836,U-020,Medical,Supply D,307,30,190,2026-05-12,In Transit
L-00837,U-034,Food,Kit C,202,149,187,2025-08-02,Pending
L-00838,U-044,Parts,Component A,246,34,83,2025-03-30,In Transit
L-00839,U-046,Parts,Component A,553,71,186,2025-08-03,Pending
L-00840,U-027,Food,Component B,989,35,86,2026-05-31,In Transit
L-00841,U-038,Parts,Component A,345,130,66,2025-01-16,Pending
L-00842,U-033,Fuel,Kit C,894,42,183,2025-04-25,In Transit
L-00843,U-007,Parts,Supply D,115,58,94,2026-07-25,Pending
L-00844,U-044,Food,Component A,884,104,76,2026-01-17,Pending
L-00845,U-048,Food,Component A,953,114,195,2026-03-02,In Transit
L-00846,U-011,Parts,Component A,709,120,92,2026-02-21,In Transit
L-00847,U-040,Parts,Component B,588,21,163,2025-08-03,Pending
L-00848,U-048,Food,Supply D,800,114,95,2026-08-13,Delivered
L-00849,U-037,Food,Kit C,119,62,67,2025-06-12,Pending
L-00850,U-051,Food,Kit C,264,28,146,2026-05-13,Delivered
L-00851,U-049,Parts,Component B,397,21,52,2025-10-08,In Transit
L-00852,U-043,Fuel,Component A,741,66,83,2025-09-27,Pending
L-00853,U-044,Medical,Component B,78,124,121,2025-04-12,Pending
L-00854,U-014,Medical,Supply D,706,65,169,2025-05-31,Delivered
L-00855,U-031,Fuel,Component A,745,26,119,2026-05-11,Delivered
L-00856,U-047,Food,Component B,333,45,94,2025-02-20,Pending
L-00857,U-037,Fuel,Component A,880,104,76,2026-01-05,Delivered
L-00858,U-030,Food,Component B,911,82,82,2025-01-20,In Transit
L-00859,U-035,Parts,Supply D,479,133,120,2025-09-02,Pending
L-00860,U-035,Fuel,Kit C,660,78,91,2025-09-12,In Transit
L-00861,U-038,Fuel,Component B,583,56,196,2025-02-12,Delivered
L-00862,U-026,Medical,Component A,782,112,142,2025-03-13,In Transit
L-00863,U-017,Parts,Component B,553,122,122,2025-08-03,Pending
L-00864,U-028,Medical,Supply D,452,117,184,2025-10-26,Pending
L-00865,U-028,Fuel,Component B,980,95,111,2026-01-02,Delivered
L-00866,U-018,Fuel,Component A,442,139,132,2025-05-18,In Transit
L-00867,U-051,Fuel,Supply D,465,99,58,2025-09-10,Delivered
L-00868,U-030,Medical,Supply D,895,102,101,2026-03-01,Delivered
L-00869,U-057,Fuel,Kit C,185,54,136,2026-05-12,In Transit
L-00870,U-016,Parts,Component B,714,75,198,2026-05-25,Delivered
L-00871,U-012,Parts,Component A,300,115,161,2025-05-01,Pending
L-00872,U-015,Food,Component A,884,123,151,2025-05-03,Pending
L-00873,U-033,Fuel,Component A,912,131,190,2026-04-22,Pending
L-00874,U-005,Parts,Kit C,471,108,72,2025-02-26,In Transit
L-00875,U-055,Food,Supply D,988,97,92,2025-09-28,Delivered
L-00876,U-029,Parts,Component A,880,80,163,2026-06-09,In Transit
L-00877,U-012,Fuel,Supply D,698,128,66,2025-07-16,In Transit
L-00878,U-055,Medical,Supply D,401,112,162,2025-04-26,In Transit
L-00879,U-053,Medical,Component B,276,115,146,2025-03-27,In Transit
L-00880,U-021,Food,Component A,968,12,65,2025-06-09,In Transit
L-00881,U-007,Parts,Component A,997,145,150,2025-02-16,Delivered
L-00882,U-049,Parts,Kit C,383,73,124,2025-03-12,Delivered
L-00883,U-001,Fuel,Component A,225,54,107,2026-07-31,Delivered
L-00884,U-005,Parts,Component B,471,16,185,2025-07-13,In Transit
L-00885,U-001,Parts,Supply D,809,134,112,2025-09-04,Delivered
L-00886,U-037,Fuel,Component A,250,66,89,2025-07-28,Delivered
L-00887,U-035,Parts,Component A,761,92,86,2025-10-02,Delivered
L-00888,U-003,Parts,Kit C,448,45,74,2026-05-10,In Transit
L-00889,U-048,Fuel,Component A,590,113,152,2025-10-03,Pending
L-00890,U-044,Parts,Kit C,574,138,166,2026-03-21,Pending
L-00891,U-002,Fuel,Component B,701,53,168,2026-02-15,Pending
L-00892,U-046,Medical,Kit C,671,15,61,2026-07-26,Delivered
L-00893,U-002,Food,Component B,907,53,167,2026-07-19,Delivered
L-00894,U-053,Parts,Kit C,746,135,104,2026-08-14,Pending
L-00895,U-013,Medical,Kit C,764,135,107,2026-03-31,In Transit
L-00896,U-004,Food,Kit C,126,57,59,2026-07-04,In Transit
L-00897,U-027,Parts,Component A,349,60,155,2025-12-06,Pending
L-00898,U-015,Medical,Component B,170,47,186,2025-07-01,In Transit
L-00899,U-039,Medical,Kit C,100,109,136,2026-04-08,Delivered
L-00900,U-017,Medical,Component A,737,94,105,2025-05-19,Delivered
L-00901,U-028,Food,Component B,440,28,144,2025-07-06,Delivered
L-00902,U-003,Food,Component B,727,27,99,2025-09-26,Pending
L-00903,U-020,Fuel,Kit C,391,47,141,2025-06-01,In Transit
L-00904,U-010,Medical,Component B,721,25,155,2026-05-19,Delivered
L-00905,U-034,Fuel,Supply D,713,140,146,2025-04-27,Delivered
L-00906,U-008,Food,Supply D,697,150,108,2025-12-13,In Transit
L-00907,U-046,Parts,Component B,92,16,52,2025-06-12,Pending
L-00908,U-056,Food,Kit C,494,126,76,2025-06-10,In Transit
L-00909,U-048,Medical,Supply D,941,10,57,2025-06-13,In Transit
L-00910,U-013,Parts,Component B,698,15,65,2025-02-25,Delivered
L-00911,U-043,Fuel,Component A,88,65,78,2025-03-04,Pending
L-00912,U-004,Parts,Component A,101,54,50,2025-07-22,Pending
L-00913,U-054,Food,Component A,993,145,135,2025-04-28,In Transit
L-00914,U-007,Parts,Supply D,526,138,143,2025-10-20,Delivered
L-00915,U-052,Parts,Kit C,130,110,85,2025-12-30,Pending
L-00916,U-058,Parts,Supply D,425,104,62,2026-08-08,In Transit
L-00917,U-038,Medical,Component B,141,91,94,2025-02-22,In Transit
L-00918,U-036,Parts,Component B,727,61,170,2025-03-06,Pending
L-00919,U-024,Medical,Kit C,592,133,115,2026-02-19,Delivered
L-00920,U-012,Medical,Supply D,321,48,153,2025-03-01,In Transit
L-00921,U-032,Medical,Component B,235,75,97,2025-01-25,Pending
L-00922,U-002,Medical,Component B,64,37,75,2025-02-10,Delivered
L-00923,U-028,Food,Component A,706,25,160,2026-04-16,Pending
L-00924,U-003,Fuel,Component B,310,72,119,2025-04-22,Pending
L-00925,U-014,Fuel,Component A,997,99,144,2025-10-01,Delivered
L-00926,U-014,Food,Kit C,275,99,69,2025-12-31,Delivered
L-00927,U-036,Parts,Kit C,826,41,95,2026-07-10,Pending
L-00928,U-033,Fuel,Kit C,165,102,163,2025-09-04,Pending
L-00929,U-048,Medical,Component B,949,12,168,2026-08-06,Delivered
L-00930,U-046,Food,Component B,403,95,191,2026-05-10,In Transit
L-00931,U-036,Fuel,Supply D,359,35,82,2026-07-23,Delivered
L-00932,U-025,Food,Component B,167,60,116,2025-08-28,Pending
L-00933,U-019,Fuel,Supply D,729,40,100,2026-08-11,In Transit
L-00934,U-037,Medical,Kit C,284,48,118,2025-01-29,In Transit
L-00935,U-047,Food,Component B,377,78,85,2025-03-30,Pending
L-00936,U-012,Fuel,Supply D,504,15,85,2026-03-16,Pending
L-00937,U-054,Fuel,Kit C,481,34,126,2026-04-29,In Transit
L-00938,U-003,Food,Supply D,704,135,90,2026-06-18,In Transit
L-00939,U-032,Parts,Component B,348,65,191,2026-06-18,In Transit
L-00940,U-053,Medical,Component A,852,49,128,2026-08-08,Pending
L-00941,U-026,Medical,Component B,758,51,140,2025-11-26,Pending
L-00942,U-002,Fuel,Kit C,944,73,106,2025-12-10,Delivered
L-00943,U-005,Fuel,Component B,795,59,141,2025-05-13,Delivered
L-00944,U-020,Medical,Supply D,790,139,136,2025-03-19,In Transit
L-00945,U-018,Parts,Supply D,290,26,82,2025-03-22,Pending
L-00946,U-029,Fuel,Kit C,842,73,143,2026-04-08,Delivered
L-00947,U-028,Medical,Component B,715,104,132,2026-06-11,Pending
L-00948,U-028,Fuel,Component A,805,110,195,2025-09-27,In Transit
L-00949,U-058,Fuel,Supply D,760,36,50,2026-07-06,Delivered
L-00950,U-053,Medical,Kit C,68,134,90,2025-12-30,In Transit
L-00951,U-041,Food,Component A,911,149,134,2025-02-12,Pending
L-00952,U-024,Fuel,Component A,384,38,187,2025-01-19,Delivered
L-00953,U-001,Medical,Kit C,460,39,172,2025-04-06,Delivered
L-00954,U-021,Food,Component A,524,147,113,2026-04-18,Delivered
L-00955,U-014,Fuel,Kit C,821,38,84,2026-04-12,Delivered
L-00956,U-003,Food,Supply D,112,60,160,2025-01-10,In Transit
L-00957,U-014,Fuel,Kit C,205,130,199,2025-10-07,Pending
L-00958,U-058,Food,Component A,737,96,150,2026-08-09,Pending
L-00959,U-056,Fuel,Kit C,397,92,95,2025-09-30,Delivered
L-00960,U-031,Fuel,Component A,758,90,76,2026-01-21,Pending
L-00961,U-007,Food,Kit C,394,60,121,2025-08-15,Delivered
L-00962,U-025,Fuel,Component A,218,66,113,2025-01-07,Delivered
L-00963,U-020,Parts,Component A,740,99,184,2025-06-12,Delivered
L-00964,U-021,Parts,Component A,53,106,72,2025-10-24,Pending
L-00965,U-026,Food,Supply D,252,140,154,2026-07-09,In Transit
L-00966,U-059,Medical,Component A,896,77,88,2025-04-26,Pending
L-00967,U-051,Fuel,Supply D,118,133,87,2025-05-28,Pending
L-00968,U-008,Medical,Component B,561,148,155,2025-01-04,Delivered
L-00969,U-010,Parts,Component A,64,11,90,2025-04-27,In Transit
L-00970,U-020,Medical,Component B,189,100,179,2025-09-11,Pending
L-00971,U-045,Fuel,Component B,621,36,79,2025-02-03,In Transit
L-00972,U-038,Fuel,Component B,554,13,116,2025-10-15,Delivered
L-00973,U-045,Food,Component A,962,60,86,2025-11-23,In Transit
L-00974,U-032,Parts,Component A,290,55,165,2025-04-16,Delivered
L-00975,U-016,Fuel,Kit C,796,57,134,2025-11-10,Delivered
L-00976,U-040,Parts,Supply D,249,81,180,2026-07-08,In Transit
L-00977,U-037,Fuel,Component B,158,81,57,2026-02-06,In Transit
L-00978,U-024,Parts,Component A,930,111,56,2025-02-09,Delivered
L-00979,U-033,Medical,Kit C,740,133,156,2026-04-06,In Transit
L-00980,U-057,Medical,Component B,132,69,192,2025-05-14,Delivered
L-00981,U-013,Parts,Component A,330,79,114,2026-05-02,Delivered
L-00982,U-020,Parts,Component A,226,134,138,2025-03-24,Pending
L-00983,U-053,Medical,Component A,247,101,124,2026-08-06,Delivered
L-00984,U-049,Fuel,Component A,485,40,88,2026-06-25,In Transit
L-00985,U-010,Fuel,Supply D,376,115,94,2025-09-05,Delivered
L-00986,U-041,Food,Component B,462,146,144,2025-04-02,Delivered
L-00987,U-030,Food,Supply D,538,46,51,2025-12-30,In Transit
L-00988,U-023,Medical,Component B,665,12,77,2025-01-16,Delivered
L-00989,U-055,Food,Kit C,322,89,105,2025-02-28,In Transit
L-00990,U-019,Parts,Component A,659,138,171,2026-02-20,Pending
L-00991,U-005,Fuel,Component A,198,129,95,2025-05-31,In Transit
L-00992,U-057,Fuel,Component A,686,100,157,2025-06-23,Pending
L-00993,U-049,Parts,Component A,361,87,144,2025-06-27,Delivered
L-00994,U-053,Food,Kit C,255,19,174,2025-04-15,Delivered
L-00995,U-036,Parts,Component B,560,100,123,2026-06-03,Delivered
L-00996,U-042,Fuel,Component B,842,14,161,2025-02-27,In Transit
L-00997,U-053,Food,Kit C,626,85,83,2025-05-03,In Transit
L-00998,U-012,Parts,Supply D,394,77,75,2026-07-28,Pending
L-00999,U-036,Medical,Supply D,81,85,150,2025-07-03,Delivered
L-01000,U-037,Medical,Kit C,486,50,171,2025-01-20,In Transit
