equipment_id,unit_id,equipment_type,category,manufacturer,acquisition_year,operational_status,condition,utilization_rate,last_maintenance_date,next_maintenance_date,downtime_days
E-00522,U-040,Vehicle,Command,Apex,2018,Limited,Fair,74.3,2026-08-17,2027-01-30,3
E-00523,U-003,Generator,Surveillance,Apex,2025,Operational,Poor,42.4,2025-11-20,2026-04-08,28
E-00524,U-038,Vehicle,Surveillance,Orion,2022,Operational,Fair,45.1,2025-09-23,2026-03-13,33
E-00525,U-005,Aircraft,Mobility,Orion,2026,Limited,Good,57.0,2026-07-08,2026-08-13,22
E-00526,U-038,Sensor,Mobility,Nova,2024,Operational,Fair,49.6,2025-11-25,2026-05-19,24
E-00527,U-011,Communications,Power,Nova,2023,Operational,Fair,52.9,2026-07-18,2026-12-19,1
E-00528,U-056,Sensor,Surveillance,Apex,2017,Operational,Good,67.5,2025-01-18,2025-03-06,11
E-00529,U-008,Vehicle,Mobility,Apex,2024,Operational,Poor,83.1,2025-12-08,2026-05-10,24
E-00530,U-055,Communications,Mobility,Nova,2022,Operational,Good,93.2,2026-06-08,2026-10-05,2
E-00531,U-056,Sensor,Command,Apex,2022,Operational,Good,67.2,2025-02-18,2025-04-15,24
E-00532,U-036,Generator,Surveillance,Nova,2019,Operational,Poor,92.2,2025-08-18,2025-09-18,15
E-00533,U-046,Sensor,Surveillance,Orion,2022,Operational,Poor,69.1,2025-02-15,2025-07-17,14
E-00534,U-013,Sensor,Mobility,Orion,2022,Operational,Good,79.2,2025-12-29,2026-03-02,13
E-00535,U-007,Generator,Mobility,Nova,2020,Operational,Fair,74.1,2025-12-04,2026-01-01,22
E-00536,U-009,Sensor,Command,Nova,2019,Operational,Poor,85.8,2026-06-22,2026-09-17,2
E-00537,U-020,Aircraft,Command,Apex,2016,Operational,Fair,25.1,2026-06-06,2026-10-27,3
E-00538,U-042,Communications,Power,Apex,2018,Operational,Fair,62.9,2025-06-06,2025-10-17,7
E-00539,U-021,Aircraft,Mobility,Nova,2015,Operational,Poor,71.1,2026-07-01,2026-11-13,28
E-00540,U-035,Communications,Power,Nova,2019,Operational,Fair,54.1,2025-05-26,2025-08-28,16
E-00541,U-027,Generator,Mobility,Apex,2021,Maintenance,Poor,88.5,2026-08-12,2026-11-16,1
E-00542,U-005,Communications,Power,Orion,2018,Operational,Fair,60.5,2025-08-12,2025-10-24,7
E-00543,U-023,Sensor,Command,Nova,2026,Maintenance,Poor,31.8,2026-01-10,2026-05-22,14
E-00544,U-007,Aircraft,Command,Nova,2015,Limited,Good,65.2,2026-02-07,2026-03-21,21
E-00545,U-036,Communications,Command,Apex,2017,Operational,Fair,27.2,2025-11-08,2026-03-03,4
E-00546,U-036,Aircraft,Command,Nova,2021,Operational,Fair,21.9,2025-09-18,2026-02-04,13
E-00547,U-020,Sensor,Power,Orion,2017,Operational,Poor,29.8,2026-01-29,2026-07-14,22
E-00548,U-035,Sensor,Power,Nova,2024,Operational,Good,54.0,2025-03-26,2025-08-06,0
E-00549,U-022,Communications,Mobility,Nova,2025,Operational,Good,52.4,2025-06-15,2025-11-23,4
E-00550,U-042,Communications,Power,Orion,2025,Operational,Fair,50.9,2025-04-12,2025-05-16,16
E-00551,U-053,Sensor,Surveillance,Orion,2015,Limited,Poor,99.7,2025-07-28,2026-01-15,8
E-00552,U-035,Communications,Command,Apex,2017,Operational,Fair,96.9,2025-10-23,2026-02-09,1
E-00553,U-037,Vehicle,Command,Orion,2021,Operational,Fair,56.8,2025-07-11,2025-12-31,24
E-00554,U-027,Vehicle,Mobility,Apex,2020,Operational,Poor,51.5,2026-03-22,2026-06-11,17
E-00555,U-012,Communications,Command,Nova,2026,Operational,Good,41.5,2025-05-18,2025-11-04,34
E-00556,U-003,Sensor,Surveillance,Nova,2018,Operational,Fair,59.1,2025-08-02,2026-01-27,1
E-00557,U-007,Aircraft,Mobility,Orion,2017,Maintenance,Poor,44.4,2026-04-09,2026-08-10,7
E-00558,U-018,Aircraft,Command,Apex,2018,Operational,Fair,25.0,2025-01-28,2025-05-05,25
E-00559,U-059,Generator,Command,Orion,2015,Operational,Good,64.0,2026-03-21,2026-06-12,31
E-00560,U-049,Communications,Mobility,Nova,2024,Operational,Fair,78.8,2026-01-24,2026-05-21,21
E-00561,U-023,Sensor,Surveillance,Orion,2019,Operational,Good,43.9,2025-07-07,2025-08-07,1
E-00562,U-014,Vehicle,Command,Nova,2020,Limited,Fair,25.1,2025-11-28,2026-02-09,17
E-00563,U-050,Aircraft,Surveillance,Orion,2017,Operational,Good,62.7,2025-09-19,2026-02-23,14
E-00564,U-037,Sensor,Command,Apex,2016,Operational,Fair,94.0,2025-11-04,2026-02-02,24
E-00565,U-047,Sensor,Power,Nova,2018,Operational,Good,48.6,2026-01-18,2026-03-08,16
E-00566,U-045,Aircraft,Surveillance,Nova,2020,Maintenance,Good,25.1,2026-06-23,2026-07-15,18
E-00567,U-001,Communications,Surveillance,Orion,2025,Operational,Fair,54.0,2025-10-20,2026-03-20,12
E-00568,U-004,Aircraft,Mobility,Apex,2016,Limited,Poor,75.7,2026-01-18,2026-06-09,15
E-00569,U-006,Aircraft,Mobility,Orion,2016,Operational,Good,40.0,2025-07-31,2025-12-08,30
E-00570,U-035,Vehicle,Mobility,Orion,2023,Operational,Good,63.9,2025-06-24,2025-08-07,2
E-00571,U-040,Generator,Surveillance,Orion,2017,Operational,Fair,80.9,2026-06-22,2026-07-25,26
E-00572,U-042,Communications,Surveillance,Nova,2025,Limited,Good,39.6,2025-01-03,2025-02-10,23
E-00573,U-017,Vehicle,Surveillance,Apex,2015,Operational,Good,35.6,2025-07-20,2025-09-25,32
E-00574,U-028,Vehicle,Power,Apex,2017,Operational,Fair,79.3,2025-12-10,2026-01-23,18
E-00575,U-051,Sensor,Surveillance,Orion,2015,Operational,Good,45.2,2025-01-28,2025-04-23,20
E-00576,U-048,Vehicle,Surveillance,Orion,2018,Operational,Good,87.9,2025-01-20,2025-06-21,9
E-00577,U-009,Generator,Mobility,Apex,2020,Operational,Good,89.5,2025-05-20,2025-11-06,8
E-00578,U-012,Generator,Surveillance,Apex,2025,Operational,Good,27.6,2025-02-18,2025-08-14,2
E-00579,U-055,Communications,Power,Nova,2019,Operational,Good,37.9,2025-04-27,2025-06-11,12
E-00580,U-015,Communications,Surveillance,Apex,2018,Operational,Good,39.5,2026-01-08,2026-06-30,16
E-00581,U-022,Generator,Command,Apex,2019,Operational,Good,60.0,2025-10-18,2026-01-22,19
E-00582,U-040,Vehicle,Command,Orion,2024,Maintenance,Poor,54.4,2026-03-15,2026-05-23,17
E-00583,U-012,Generator,Command,Orion,2022,Operational,Poor,73.6,2026-08-21,2027-02-17,15
E-00584,U-018,Communications,Surveillance,Apex,2020,Limited,Fair,86.8,2026-01-05,2026-02-17,21
E-00585,U-045,Sensor,Power,Orion,2024,Operational,Good,41.4,2026-01-28,2026-05-27,10
E-00586,U-024,Vehicle,Surveillance,Orion,2019,Operational,Good,41.3,2026-06-08,2026-09-30,14
E-00587,U-016,Generator,Command,Orion,2022,Operational,Fair,93.9,2026-08-19,2026-12-17,27
E-00588,U-047,Generator,Command,Nova,2024,Operational,Poor,75.2,2025-08-27,2025-12-29,8
E-00589,U-049,Communications,Command,Orion,2018,Limited,Poor,80.4,2025-12-14,2026-04-12,31
E-00590,U-060,Vehicle,Power,Orion,2016,Operational,Good,71.3,2025-11-01,2026-03-08,12
E-00591,U-048,Generator,Power,Apex,2025,Limited,Fair,52.9,2025-08-18,2025-11-30,32
E-00592,U-048,Aircraft,Mobility,Orion,2016,Operational,Fair,78.5,2025-09-10,2025-11-06,18
E-00593,U-037,Aircraft,Mobility,Orion,2016,Maintenance,Fair,88.8,2025-08-31,2026-01-26,5
E-00594,U-007,Communications,Surveillance,Apex,2015,Operational,Good,21.8,2026-06-12,2026-08-24,30
E-00595,U-009,Sensor,Command,Apex,2016,Operational,Fair,62.9,2025-03-02,2025-07-08,30
E-00596,U-036,Communications,Surveillance,Nova,2019,Operational,Poor,36.6,2026-07-24,2026-09-15,7
E-00597,U-019,Aircraft,Power,Orion,2021,Operational,Good,45.9,2025-07-21,2025-10-20,9
E-00598,U-048,Generator,Power,Orion,2018,Operational,Good,67.8,2026-02-02,2026-06-19,8
E-00599,U-048,Communications,Surveillance,Nova,2019,Operational,Poor,87.7,2025-01-12,2025-02-21,7
E-00600,U-012,Generator,Surveillance,Apex,2024,Operational,Fair,56.1,2026-01-28,2026-02-23,26
E-00601,U-044,Communications,Power,Apex,2024,Limited,Good,22.6,2025-08-18,2025-12-15,6
E-00602,U-011,Vehicle,Mobility,Orion,2026,Operational,Good,65.4,2026-08-08,2026-11-05,2
E-00603,U-049,Communications,Command,Orion,2019,Operational,Good,58.1,2025-07-19,2025-11-23,30
E-00604,U-043,Aircraft,Mobility,Orion,2015,Operational,Poor,63.6,2025-10-08,2026-01-03,5
E-00605,U-047,Sensor,Surveillance,Nova,2018,Operational,Good,25.9,2025-03-14,2025-06-06,34
E-00606,U-006,Vehicle,Power,Nova,2025,Operational,Poor,67.2,2026-02-15,2026-03-28,1
E-00607,U-004,Vehicle,Command,Nova,2023,Operational,Fair,88.3,2025-06-15,2025-08-04,25
E-00608,U-059,Vehicle,Mobility,Apex,2019,Limited,Good,29.8,2025-02-03,2025-04-15,16
E-00609,U-033,Aircraft,Power,Apex,2015,Operational,Good,45.5,2025-11-06,2025-12-15,27
E-00610,U-004,Vehicle,Surveillance,Nova,2016,Maintenance,Good,93.7,2026-08-03,2026-11-28,3
E-00611,U-006,Vehicle,Mobility,Orion,2016,Operational,Good,90.2,2026-05-08,2026-06-22,19
E-00612,U-060,Generator,Surveillance,Nova,2015,Operational,Good,97.7,2025-05-19,2025-10-19,35
E-00613,U-052,Vehicle,Mobility,Apex,2023,Operational,Fair,88.1,2025-10-24,2026-01-28,20
E-00614,U-009,Aircraft,Command,Orion,2022,Maintenance,Poor,49.5,2025-03-18,2025-07-13,18
E-00615,U-056,Aircraft,Mobility,Apex,2023,Operational,Good,23.0,2025-07-12,2025-12-06,19
E-00616,U-040,Vehicle,Power,Apex,2018,Operational,Poor,32.1,2026-01-24,2026-05-13,18
E-00617,U-057,Communications,Mobility,Orion,2018,Operational,Fair,24.1,2025-03-19,2025-09-07,27
E-00618,U-043,Vehicle,Surveillance,Nova,2019,Operational,Fair,47.0,2026-02-02,2026-05-15,11
E-00619,U-049,Vehicle,Mobility,Apex,2025,Maintenance,Fair,42.6,2025-11-16,2025-12-22,29
E-00620,U-038,Aircraft,Power,Orion,2021,Limited,Poor,42.6,2025-10-10,2026-03-24,14
E-00621,U-004,Vehicle,Power,Orion,2022,Operational,Fair,95.1,2026-01-14,2026-05-16,13
E-00622,U-024,Generator,Command,Apex,2022,Operational,Poor,78.0,2026-06-01,2026-10-15,9
E-00623,U-025,Generator,Surveillance,Orion,2015,Operational,Fair,50.6,2025-05-17,2025-06-08,30
E-00624,U-002,Generator,Power,Apex,2018,Operational,Good,98.9,2025-03-26,2025-07-20,32
E-00625,U-042,Generator,Mobility,Nova,2023,Operational,Fair,82.2,2025-07-04,2025-08-19,0
E-00626,U-001,Aircraft,Mobility,Nova,2019,Operational,Good,58.9,2026-02-23,2026-07-30,9
E-00627,U-001,Communications,Command,Nova,2026,Maintenance,Good,29.7,2026-02-22,2026-04-24,8
E-00628,U-015,Communications,Command,Apex,2023,Operational,Good,42.7,2026-07-20,2026-12-24,17
E-00629,U-031,Aircraft,Command,Orion,2024,Operational,Poor,67.6,2025-06-09,2025-07-07,0
E-00630,U-018,Aircraft,Power,Orion,2024,Operational,Good,38.3,2025-02-09,2025-03-27,7
E-00631,U-060,Vehicle,Power,Apex,2020,Operational,Fair,94.2,2025-12-22,2026-02-22,33
E-00632,U-038,Sensor,Power,Apex,2025,Operational,Poor,94.9,2025-01-08,2025-04-30,31
E-00633,U-036,Aircraft,Command,Apex,2017,Operational,Poor,21.4,2026-04-21,2026-05-29,1
E-00634,U-058,Aircraft,Power,Nova,2020,Operational,Good,44.1,2025-04-15,2025-10-08,21
E-00635,U-056,Vehicle,Power,Orion,2022,Operational,Poor,52.8,2026-06-07,2026-10-21,18
E-00636,U-047,Vehicle,Command,Apex,2025,Operational,Poor,73.9,2026-07-18,2027-01-10,14
E-00637,U-002,Generator,Surveillance,Nova,2025,Operational,Poor,97.4,2025-08-16,2025-11-02,29
E-00638,U-036,Vehicle,Command,Nova,2024,Operational,Poor,92.4,2025-05-30,2025-10-10,16
E-00639,U-060,Aircraft,Mobility,Orion,2020,Operational,Poor,45.9,2026-02-17,2026-06-05,31
E-00640,U-051,Generator,Mobility,Nova,2019,Operational,Good,66.1,2026-08-09,2026-08-29,26
E-00641,U-039,Vehicle,Power,Orion,2017,Operational,Poor,68.6,2026-08-04,2027-01-10,27
E-00642,U-001,Vehicle,Surveillance,Orion,2021,Operational,Fair,39.2,2025-03-10,2025-07-23,17
E-00643,U-024,Vehicle,Surveillance,Orion,2017,Maintenance,Fair,53.1,2025-02-14,2025-05-02,26
E-00644,U-043,Generator,Mobility,Apex,2020,Limited,Good,70.8,2025-03-12,2025-08-10,17
E-00645,U-013,Aircraft,Command,Nova,2024,Maintenance,Fair,43.7,2026-02-13,2026-05-21,29
E-00646,U-050,Generator,Mobility,Nova,2019,Maintenance,Poor,34.7,2025-07-04,2025-08-29,16
E-00647,U-012,Aircraft,Mobility,Apex,2019,Operational,Good,56.3,2025-11-05,2025-12-27,19
E-00648,U-008,Communications,Surveillance,Nova,2016,Operational,Fair,62.8,2025-12-17,2026-03-27,29
E-00649,U-019,Communications,Surveillance,Nova,2021,Operational,Good,33.0,2026-01-29,2026-04-01,23
E-00650,U-029,Communications,Command,Nova,2017,Operational,Poor,83.6,2025-09-02,2026-02-22,18
E-00651,U-023,Vehicle,Power,Nova,2023,Operational,Good,62.0,2025-08-16,2025-11-01,2
E-00652,U-018,Aircraft,Surveillance,Orion,2017,Operational,Poor,69.4,2025-05-24,2025-07-06,28
E-00653,U-011,Generator,Command,Nova,2017,Operational,Good,22.1,2026-05-13,2026-06-24,26
E-00654,U-030,Vehicle,Power,Nova,2018,Limited,Poor,34.1,2025-07-01,2025-11-01,24
E-00655,U-039,Vehicle,Surveillance,Apex,2017,Operational,Fair,80.1,2026-05-02,2026-07-16,7
E-00656,U-054,Communications,Mobility,Orion,2023,Operational,Fair,20.6,2026-08-24,2026-10-21,2
E-00657,U-027,Vehicle,Mobility,Nova,2018,Operational,Poor,39.5,2026-08-23,2026-12-16,14
E-00658,U-032,Aircraft,Mobility,Apex,2015,Maintenance,Poor,21.7,2025-03-28,2025-09-12,21
E-00659,U-028,Communications,Command,Orion,2021,Operational,Poor,77.4,2026-01-21,2026-04-22,31
E-00660,U-005,Generator,Power,Apex,2026,Limited,Fair,66.3,2026-01-13,2026-07-11,9
E-00661,U-015,Generator,Command,Apex,2026,Operational,Good,26.6,2025-10-20,2026-02-15,29
E-00662,U-030,Generator,Power,Orion,2019,Limited,Fair,78.7,2025-03-19,2025-06-09,28
E-00663,U-001,Generator,Command,Nova,2024,Operational,Poor,93.0,2025-10-30,2025-12-09,28
E-00664,U-032,Sensor,Power,Apex,2020,Operational,Good,72.7,2026-03-07,2026-07-12,4
E-00665,U-009,Communications,Mobility,Nova,2025,Operational,Fair,58.1,2026-08-13,2026-09-16,26
E-00666,U-043,Communications,Command,Apex,2016,Operational,Poor,29.1,2025-03-03,2025-07-23,35
E-00667,U-044,Sensor,Surveillance,Nova,2021,Maintenance,Good,46.8,2025-01-25,2025-03-20,9
E-00668,U-013,Aircraft,Power,Nova,2017,Maintenance,Good,89.5,2025-05-07,2025-08-31,33
E-00669,U-047,Generator,Surveillance,Apex,2022,Operational,Good,26.7,2026-06-09,2026-08-06,19
E-00670,U-013,Vehicle,Command,Orion,2020,Operational,Good,65.6,2025-02-11,2025-07-18,9
E-00671,U-056,Communications,Command,Orion,2021,Operational,Fair,68.0,2025-03-16,2025-09-12,32
E-00672,U-055,Aircraft,Command,Apex,2022,Operational,Poor,77.1,2026-01-25,2026-03-12,31
E-00673,U-043,Sensor,Surveillance,Orion,2024,Limited,Good,90.6,2025-07-26,2025-11-10,13
E-00674,U-059,Vehicle,Mobility,Apex,2019,Limited,Poor,89.7,2025-05-23,2025-09-19,22
E-00675,U-011,Generator,Command,Orion,2022,Operational,Good,89.7,2026-02-07,2026-06-01,4
E-00676,U-052,Communications,Power,Orion,2020,Operational,Good,97.0,2026-05-15,2026-08-06,31
E-00677,U-054,Generator,Surveillance,Nova,2022,Operational,Fair,40.8,2026-02-06,2026-06-18,32
E-00678,U-019,Communications,Power,Nova,2019,Operational,Poor,49.4,2025-06-13,2025-08-02,1
E-00679,U-020,Generator,Mobility,Orion,2024,Operational,Good,97.7,2025-05-22,2025-09-26,20
E-00680,U-025,Vehicle,Command,Nova,2015,Limited,Fair,81.3,2025-12-08,2026-04-21,26
E-00681,U-046,Aircraft,Command,Nova,2020,Maintenance,Poor,21.7,2025-07-03,2025-11-12,13
E-00682,U-017,Vehicle,Command,Nova,2016,Operational,Fair,55.0,2025-05-22,2025-09-14,0
E-00683,U-012,Generator,Surveillance,Orion,2023,Operational,Poor,94.8,2025-07-20,2025-08-10,18
E-00684,U-059,Aircraft,Surveillance,Apex,2020,Operational,Good,89.1,2026-05-20,2026-08-22,3
E-00685,U-030,Communications,Command,Apex,2019,Operational,Fair,64.4,2025-07-28,2025-09-22,15
E-00686,U-013,Vehicle,Power,Orion,2016,Maintenance,Poor,93.8,2025-06-09,2025-10-31,25
E-00687,U-050,Sensor,Command,Orion,2025,Maintenance,Good,73.7,2025-01-13,2025-06-15,27
E-00688,U-013,Vehicle,Command,Apex,2015,Operational,Good,91.3,2025-04-26,2025-09-25,18
E-00689,U-033,Sensor,Power,Nova,2018,Operational,Good,99.4,2025-05-10,2025-07-23,27
E-00690,U-055,Sensor,Mobility,Nova,2017,Maintenance,Poor,63.2,2026-08-14,2026-12-15,31
E-00691,U-047,Sensor,Mobility,Orion,2025,Operational,Poor,40.3,2025-07-31,2025-11-01,27
E-00692,U-057,Aircraft,Power,Orion,2019,Operational,Poor,77.2,2025-01-25,2025-02-27,7
E-00693,U-056,Generator,Power,Apex,2024,Operational,Good,49.9,2025-05-30,2025-06-19,4
E-00694,U-007,Sensor,Mobility,Orion,2020,Operational,Poor,77.2,2025-10-26,2025-11-30,34
E-00695,U-057,Aircraft,Mobility,Orion,2019,Operational,Poor,25.5,2025-08-10,2025-11-10,3
E-00696,U-018,Generator,Surveillance,Orion,2023,Operational,Fair,26.1,2025-03-07,2025-05-20,21
E-00697,U-013,Generator,Command,Orion,2019,Limited,Fair,45.6,2025-04-16,2025-09-12,3
E-00698,U-013,Vehicle,Surveillance,Nova,2020,Operational,Fair,42.5,2025-01-13,2025-03-02,31
E-00699,U-054,Generator,Mobility,Apex,2024,Maintenance,Good,32.4,2026-07-17,2026-12-02,6
E-00700,U-026,Communications,Surveillance,Nova,2016,Limited,Fair,27.5,2026-07-27,2026-11-17,33
E-00701,U-060,Aircraft,Surveillance,Apex,2016,Operational,Poor,65.7,2026-03-11,2026-07-07,28
E-00702,U-023,Communications,Command,Orion,2016,Limited,Fair,89.6,2025-07-26,2025-11-05,1
E-00703,U-022,Generator,Command,Orion,2020,Limited,Poor,63.1,2025-08-01,2026-01-18,22
E-00704,U-028,Communications,Power,Apex,2020,Operational,Good,99.0,2026-03-27,2026-09-11,32
E-00705,U-011,Sensor,Surveillance,Nova,2017,Operational,Good,57.4,2025-06-13,2025-11-03,21
E-00706,U-036,Generator,Power,Orion,2021,Operational,Poor,58.8,2025-03-10,2025-05-22,0
E-00707,U-053,Communications,Power,Apex,2017,Operational,Fair,34.3,2025-01-07,2025-05-05,27
E-00708,U-038,Generator,Power,Apex,2025,Limited,Fair,84.9,2025-08-16,2025-09-20,10
E-00709,U-021,Generator,Power,Orion,2016,Operational,Good,20.4,2026-06-15,2026-11-21,29
E-00710,U-053,Aircraft,Surveillance,Apex,2026,Operational,Good,71.1,2025-01-08,2025-03-26,35
E-00711,U-056,Sensor,Surveillance,Orion,2026,Operational,Good,29.7,2026-05-11,2026-10-06,18
E-00712,U-009,Sensor,Surveillance,Apex,2015,Operational,Poor,24.9,2025-05-12,2025-09-22,5
E-00713,U-010,Communications,Power,Apex,2018,Operational,Fair,74.0,2025-02-19,2025-07-14,13
E-00714,U-057,Sensor,Surveillance,Orion,2016,Operational,Poor,86.7,2025-12-24,2026-05-02,7
E-00715,U-044,Sensor,Power,Nova,2024,Maintenance,Fair,48.0,2025-04-21,2025-08-21,25
E-00716,U-050,Generator,Mobility,Nova,2024,Maintenance,Poor,74.5,2026-02-21,2026-07-25,15
E-00717,U-013,Vehicle,Mobility,Nova,2026,Operational,Fair,32.2,2025-09-30,2025-12-31,8
E-00718,U-044,Communications,Surveillance,Nova,2018,Operational,Poor,34.6,2026-01-09,2026-02-20,4
E-00719,U-049,Aircraft,Mobility,Orion,2015,Operational,Fair,75.5,2025-09-07,2026-01-27,15
E-00720,U-027,Generator,Surveillance,Nova,2024,Operational,Good,26.6,2025-04-27,2025-08-09,2
E-00721,U-048,Vehicle,Surveillance,Nova,2017,Operational,Fair,20.7,2025-02-14,2025-07-13,2
E-00722,U-009,Aircraft,Command,Nova,2019,Operational,Fair,92.8,2025-12-24,2026-06-15,29
E-00723,U-056,Communications,Power,Orion,2023,Limited,Poor,77.1,2025-07-28,2025-11-16,31
E-00724,U-058,Vehicle,Power,Nova,2021,Operational,Fair,65.6,2025-07-11,2025-10-03,24
E-00725,U-016,Sensor,Power,Nova,2018,Limited,Good,21.8,2026-02-28,2026-05-12,5
E-00726,U-032,Sensor,Power,Apex,2023,Operational,Good,44.8,2026-02-22,2026-07-29,21
E-00727,U-017,Communications,Power,Apex,2015,Operational,Good,75.1,2026-05-26,2026-07-21,1
E-00728,U-035,Vehicle,Power,Nova,2026,Operational,Fair,83.2,2025-02-20,2025-06-01,5
E-00729,U-038,Generator,Power,Apex,2017,Operational,Fair,90.2,2026-07-27,2026-11-26,12
E-00730,U-047,Communications,Power,Orion,2025,Operational,Good,50.5,2025-07-22,2025-10-01,0
E-00731,U-006,Vehicle,Mobility,Nova,2024,Operational,Poor,38.8,2025-02-28,2025-08-08,28
E-00732,U-034,Generator,Mobility,Apex,2023,Operational,Poor,98.6,2025-01-04,2025-03-24,21
E-00733,U-045,Generator,Command,Nova,2025,Operational,Good,69.7,2025-03-08,2025-05-25,3
E-00734,U-060,Sensor,Surveillance,Orion,2016,Operational,Good,81.6,2025-08-14,2025-12-12,10
E-00735,U-035,Vehicle,Command,Apex,2025,Operational,Poor,54.3,2026-06-09,2026-07-16,22
E-00736,U-055,Generator,Surveillance,Apex,2020,Operational,Poor,37.6,2026-04-15,2026-05-27,2
E-00737,U-023,Communications,Mobility,Nova,2021,Limited,Fair,94.4,2025-08-06,2026-01-27,28
E-00738,U-040,Communications,Mobility,Nova,2024,Limited,Good,79.8,2025-10-25,2025-12-19,27
E-00739,U-039,Sensor,Power,Nova,2015,Operational,Poor,28.3,2026-05-01,2026-09-22,27
E-00740,U-031,Sensor,Surveillance,Orion,2017,Operational,Poor,62.5,2026-06-06,2026-08-20,26
E-00741,U-060,Aircraft,Power,Apex,2016,Operational,Poor,72.4,2026-03-19,2026-05-19,29
E-00742,U-060,Aircraft,Command,Apex,2021,Operational,Fair,54.8,2025-06-26,2025-11-24,32
E-00743,U-001,Sensor,Mobility,Orion,2020,Operational,Good,35.0,2026-04-04,2026-09-25,34
E-00744,U-039,Generator,Command,Orion,2024,Operational,Poor,28.5,2026-04-20,2026-07-31,21
E-00745,U-040,Sensor,Command,Orion,2020,Maintenance,Poor,86.9,2026-05-07,2026-09-01,18
E-00746,U-002,Aircraft,Power,Nova,2023,Limited,Good,45.4,2025-07-12,2025-08-19,18
E-00747,U-008,Sensor,Power,Orion,2023,Maintenance,Poor,35.1,2025-04-22,2025-05-29,8
E-00748,U-038,Generator,Mobility,Nova,2023,Operational,Fair,26.4,2026-02-10,2026-03-31,19
E-00749,U-034,Vehicle,Power,Apex,2015,Operational,Poor,68.3,2025-02-10,2025-05-08,17
E-00750,U-039,Sensor,Surveillance,Orion,2025,Operational,Fair,99.4,2026-06-20,2026-12-17,14
E-00751,U-042,Aircraft,Command,Apex,2016,Operational,Good,78.5,2025-05-25,2025-07-22,21
E-00752,U-041,Aircraft,Surveillance,Nova,2015,Operational,Fair,42.0,2025-03-07,2025-08-20,1
E-00753,U-026,Communications,Command,Apex,2018,Operational,Fair,68.4,2025-06-02,2025-07-22,35
E-00754,U-002,Vehicle,Mobility,Orion,2025,Operational,Good,21.6,2025-06-22,2025-08-15,16
E-00755,U-051,Sensor,Command,Orion,2026,Operational,Poor,56.1,2026-01-30,2026-04-21,30
E-00756,U-051,Generator,Surveillance,Nova,2016,Operational,Poor,81.0,2025-01-26,2025-05-04,25
E-00757,U-043,Sensor,Power,Apex,2026,Operational,Fair,63.4,2026-02-22,2026-07-18,13
E-00758,U-024,Generator,Command,Orion,2020,Operational,Poor,25.2,2025-09-17,2026-01-12,27
E-00759,U-058,Sensor,Power,Nova,2018,Limited,Poor,79.8,2026-07-04,2026-09-30,32
E-00760,U-013,Communications,Power,Nova,2023,Operational,Fair,70.4,2026-07-30,2026-12-03,31
E-00761,U-014,Generator,Power,Apex,2017,Operational,Good,88.9,2026-02-06,2026-06-23,30
E-00762,U-024,Vehicle,Power,Apex,2017,Limited,Poor,52.7,2026-04-28,2026-10-21,35
E-00763,U-014,Communications,Surveillance,Nova,2026,Operational,Fair,89.3,2025-11-04,2025-12-02,22
E-00764,U-002,Vehicle,Power,Nova,2015,Operational,Poor,34.0,2025-11-23,2026-02-19,25
E-00765,U-030,Vehicle,Surveillance,Apex,2019,Operational,Good,93.4,2025-01-09,2025-07-02,12
E-00766,U-037,Sensor,Command,Nova,2022,Operational,Good,87.6,2026-04-24,2026-10-12,20
E-00767,U-018,Communications,Mobility,Apex,2021,Operational,Good,46.8,2025-01-05,2025-04-24,7
E-00768,U-023,Vehicle,Power,Orion,2015,Operational,Poor,34.8,2025-05-16,2025-10-26,6
E-00769,U-020,Communications,Mobility,Apex,2022,Operational,Poor,41.2,2025-12-18,2026-03-07,14
E-00770,U-049,Communications,Mobility,Nova,2026,Maintenance,Good,28.9,2025-12-05,2026-02-24,22
E-00771,U-037,Communications,Surveillance,Orion,2017,Operational,Fair,85.4,2025-10-09,2025-12-06,35
E-00772,U-028,Generator,Mobility,Nova,2015,Operational,Poor,49.1,2025-07-07,2025-09-22,33
E-00773,U-013,Generator,Power,Orion,2016,Limited,Fair,70.6,2025-12-25,2026-05-04,2
E-00774,U-052,Communications,Power,Apex,2016,Operational,Fair,73.2,2026-08-22,2026-11-27,22
E-00775,U-054,Communications,Surveillance,Nova,2015,Operational,Fair,30.9,2025-11-17,2026-01-23,34
E-00776,U-055,Sensor,Command,Apex,2022,Operational,Fair,50.8,2026-03-02,2026-04-26,5
E-00777,U-043,Generator,Surveillance,Nova,2026,Operational,Poor,33.3,2026-05-03,2026-09-08,16
E-00778,U-057,Sensor,Mobility,Nova,2019,Operational,Poor,29.5,2025-06-27,2025-11-07,25
E-00779,U-011,Sensor,Command,Apex,2024,Operational,Fair,39.2,2025-03-02,2025-05-21,21
E-00780,U-005,Vehicle,Power,Orion,2015,Operational,Poor,46.4,2026-05-21,2026-11-14,34
E-00781,U-010,Sensor,Command,Nova,2016,Operational,Good,96.2,2026-03-05,2026-05-19,17
E-00782,U-051,Aircraft,Mobility,Orion,2023,Operational,Fair,88.0,2026-06-28,2026-08-10,18
E-00783,U-042,Communications,Power,Nova,2018,Operational,Fair,43.8,2025-02-28,2025-03-31,9
