mission_id,unit_id,mission_type,region,start_date,end_date,mission_status,personnel_deployed,equipment_deployed,mission_priority
MS-00636,U-025,Exercise,Base 25,2025-04-05,2025-04-19,Active,37,29,Critical
MS-00637,U-059,Transport,Base 59,2025-03-08,2025-03-20,Planned,54,26,Routine
MS-00638,U-034,Support,Base 34,2025-07-27,2025-08-06,Planned,297,29,High
MS-00639,U-013,Training,Base 13,2026-03-15,2026-03-28,Active,173,24,Routine
MS-00640,U-043,Exercise,Base 43,2025-03-20,2025-03-29,Completed,205,5,Routine
MS-00641,U-053,Transport,Base 53,2026-04-21,2026-05-04,Planned,123,26,Critical
MS-00642,U-005,Transport,Base 05,2025-07-01,2025-07-03,Completed,105,26,Routine
MS-00643,U-059,Exercise,Base 59,2026-06-23,2026-06-26,Completed,52,22,Critical
MS-00644,U-011,Support,Base 11,2025-03-10,2025-03-12,Planned,142,15,Critical
MS-00645,U-030,Exercise,Base 30,2025-07-31,2025-08-01,Planned,217,4,Routine
MS-00646,U-042,Training,Base 42,2025-06-13,2025-06-23,Planned,203,31,Routine
MS-00647,U-030,Transport,Base 30,2026-04-18,2026-04-25,Planned,171,8,Routine
MS-00648,U-036,Transport,Base 36,2025-11-12,2025-11-15,Active,265,10,High
MS-00649,U-039,Exercise,Base 39,2025-10-07,2025-10-11,Completed,217,18,Critical
MS-00650,U-020,Support,Base 20,2025-03-23,2025-03-27,Active,282,18,Critical
MS-00651,U-021,Support,Base 21,2026-01-05,2026-01-17,Active,211,22,High
MS-00652,U-056,Support,Base 56,2025-09-19,2025-09-22,Planned,194,6,High
MS-00653,U-006,Training,Base 06,2025-08-29,2025-09-10,Active,95,24,High
MS-00654,U-034,Exercise,Base 34,2026-03-18,2026-03-22,Active,117,15,Routine
MS-00655,U-023,Exercise,Base 23,2026-03-14,2026-03-27,Planned,136,8,Routine
MS-00656,U-008,Training,Base 08,2025-09-07,2025-09-10,Active,235,32,Critical
MS-00657,U-045,Support,Base 45,2025-02-25,2025-03-09,Active,128,25,Critical
MS-00658,U-041,Support,Base 41,2025-06-30,2025-07-02,Active,59,8,Critical
MS-00659,U-038,Support,Base 38,2025-01-31,2025-02-11,Planned,45,34,High
MS-00660,U-038,Support,Base 38,2026-08-07,2026-08-22,Active,125,4,Critical
MS-00661,U-042,Support,Base 42,2025-03-06,2025-03-15,Planned,62,40,Critical
MS-00662,U-052,Exercise,Base 52,2026-03-09,2026-03-12,Active,281,11,Critical
MS-00663,U-037,Exercise,Base 37,2026-02-21,2026-03-02,Active,156,17,Routine
MS-00664,U-049,Training,Base 49,2025-11-22,2025-11-25,Planned,147,25,Critical
MS-00665,U-046,Exercise,Base 46,2026-07-29,2026-08-04,Planned,288,30,High
MS-00666,U-043,Exercise,Base 43,2026-03-23,2026-03-31,Completed,273,38,Routine
MS-00667,U-012,Transport,Base 12,2025-10-14,2025-10-21,Completed,159,12,Routine
MS-00668,U-042,Training,Base 42,2025-12-19,2025-12-24,Planned,159,3,Critical
MS-00669,U-047,Training,Base 47,2025-07-10,2025-07-11,Active,40,33,High
MS-00670,U-017,Support,Base 17,2025-05-29,2025-06-13,Planned,154,37,Critical
MS-00671,U-036,Exercise,Base 36,2025-02-07,2025-02-12,Completed,218,36,Critical
MS-00672,U-036,Training,Base 36,2025-08-01,2025-08-05,Planned,75,23,Critical
MS-00673,U-026,Training,Base 26,2026-01-01,2026-01-08,Planned,288,8,High
MS-00674,U-004,Transport,Base 04,2025-09-10,2025-09-19,Completed,194,19,High
MS-00675,U-016,Training,Base 16,2026-03-08,2026-03-18,Active,108,28,Routine
MS-00676,U-014,Transport,Base 14,2025-09-24,2025-10-05,Completed,49,34,Critical
MS-00677,U-005,Training,Base 05,2025-03-15,2025-03-21,Planned,213,28,Routine
MS-00678,U-046,Transport,Base 46,2025-10-26,2025-11-06,Completed,219,25,Critical
MS-00679,U-043,Exercise,Base 43,2025-10-02,2025-10-11,Planned,199,32,Routine
MS-00680,U-004,Exercise,Base 04,2026-05-10,2026-05-17,Active,69,18,Routine
MS-00681,U-012,Support,Base 12,2025-06-20,2025-07-04,Planned,193,39,High
MS-00682,U-001,Transport,Base 01,2026-01-22,2026-01-31,Completed,200,13,Routine
MS-00683,U-057,Exercise,Base 57,2026-01-06,2026-01-16,Planned,174,20,Routine
MS-00684,U-028,Transport,Base 28,2025-01-20,2025-01-29,Planned,167,36,Critical
MS-00685,U-045,Exercise,Base 45,2026-02-09,2026-02-18,Active,273,20,High
MS-00686,U-029,Training,Base 29,2025-11-20,2025-11-27,Planned,86,29,Critical
MS-00687,U-014,Exercise,Base 14,2026-03-21,2026-04-01,Active,279,39,Critical
MS-00688,U-031,Exercise,Base 31,2025-08-28,2025-09-01,Completed,201,4,High
MS-00689,U-030,Training,Base 30,2025-10-09,2025-10-17,Completed,130,14,High
MS-00690,U-060,Training,Base 60,2025-01-07,2025-01-08,Completed,193,23,Routine
MS-00691,U-008,Support,Base 08,2025-07-24,2025-07-28,Completed,136,7,High
MS-00692,U-047,Training,Base 47,2025-05-18,2025-05-30,Completed,236,16,Routine
MS-00693,U-033,Transport,Base 33,2026-06-03,2026-06-07,Planned,151,3,Routine
MS-00694,U-026,Exercise,Base 26,2025-05-08,2025-05-10,Completed,286,22,Routine
MS-00695,U-025,Support,Base 25,2025-08-01,2025-08-05,Active,43,30,Critical
MS-00696,U-051,Transport,Base 51,2026-06-17,2026-06-25,Completed,283,37,High
MS-00697,U-027,Exercise,Base 27,2025-05-25,2025-05-31,Completed,88,3,Critical
MS-00698,U-045,Exercise,Base 45,2025-03-31,2025-04-09,Completed,220,34,Routine
MS-00699,U-031,Training,Base 31,2025-06-18,2025-06-22,Planned,175,4,Routine
MS-00700,U-050,Exercise,Base 50,2026-06-06,2026-06-11,Planned,244,30,Critical
MS-00701,U-017,Exercise,Base 17,2025-04-21,2025-05-05,Planned,84,31,Routine
MS-00702,U-042,Exercise,Base 42,2025-12-31,2026-01-13,Active,76,39,High
MS-00703,U-034,Support,Base 34,2025-06-23,2025-07-01,Completed,132,19,Routine
MS-00704,U-051,Training,Base 51,2025-09-27,2025-10-01,Completed,248,8,Critical
MS-00705,U-052,Training,Base 52,2026-06-26,2026-07-07,Planned,120,22,High
MS-00706,U-031,Training,Base 31,2025-08-25,2025-08-30,Completed,255,9,High
MS-00707,U-054,Support,Base 54,2026-04-03,2026-04-11,Completed,253,40,Routine
MS-00708,U-008,Exercise,Base 08,2026-07-07,2026-07-15,Active,85,17,Routine
MS-00709,U-028,Exercise,Base 28,2026-03-30,2026-04-10,Active,75,23,High
MS-00710,U-018,Support,Base 18,2025-06-13,2025-06-21,Active,251,30,Critical
MS-00711,U-045,Transport,Base 45,2025-01-21,2025-02-01,Active,148,23,Critical
MS-00712,U-035,Exercise,Base 35,2026-02-28,2026-03-04,Completed,158,14,Routine
MS-00713,U-016,Exercise,Base 16,2026-01-12,2026-01-19,Active,85,34,High
MS-00714,U-029,Transport,Base 29,2025-11-25,2025-11-30,Planned,276,20,Routine
MS-00715,U-054,Transport,Base 54,2025-01-16,2025-01-19,Active,21,40,Critical
MS-00716,U-032,Transport,Base 32,2026-06-17,2026-06-25,Completed,22,6,Critical
MS-00717,U-037,Training,Base 37,2026-02-20,2026-03-07,Planned,219,30,Critical
MS-00718,U-014,Support,Base 14,2026-08-03,2026-08-11,Planned,119,26,Critical
MS-00719,U-046,Training,Base 46,2025-02-02,2025-02-12,Planned,41,38,High
MS-00720,U-048,Support,Base 48,2026-07-01,2026-07-15,Active,275,38,Critical
MS-00721,U-016,Exercise,Base 16,2025-09-07,2025-09-22,Active,75,14,High
MS-00722,U-057,Transport,Base 57,2025-05-14,2025-05-15,Planned,117,7,Critical
MS-00723,U-022,Training,Base 22,2025-06-03,2025-06-08,Completed,266,20,High
MS-00724,U-060,Training,Base 60,2025-11-26,2025-12-08,Active,111,11,Critical
MS-00725,U-059,Exercise,Base 59,2025-12-03,2025-12-09,Completed,215,31,Critical
MS-00726,U-034,Transport,Base 34,2026-06-18,2026-06-27,Planned,25,25,Critical
MS-00727,U-022,Training,Base 22,2025-09-26,2025-10-01,Active,23,3,Routine
MS-00728,U-035,Support,Base 35,2026-08-07,2026-08-11,Completed,133,30,Routine
MS-00729,U-019,Transport,Base 19,2025-06-29,2025-07-03,Planned,277,34,Routine
MS-00730,U-051,Support,Base 51,2025-05-06,2025-05-21,Planned,256,13,Critical
MS-00731,U-018,Transport,Base 18,2025-06-10,2025-06-24,Active,226,40,High
MS-00732,U-021,Support,Base 21,2026-05-19,2026-05-28,Planned,192,16,Critical
MS-00733,U-030,Exercise,Base 30,2025-11-19,2025-11-22,Active,26,33,Routine
MS-00734,U-006,Exercise,Base 06,2025-11-22,2025-11-28,Completed,22,13,Routine
MS-00735,U-010,Training,Base 10,2025-10-03,2025-10-14,Active,138,12,Critical
MS-00736,U-059,Support,Base 59,2025-03-28,2025-04-10,Planned,117,31,Critical
MS-00737,U-057,Exercise,Base 57,2025-01-18,2025-01-25,Planned,178,2,Critical
MS-00738,U-044,Transport,Base 44,2026-02-23,2026-02-26,Planned,138,37,High
MS-00739,U-021,Exercise,Base 21,2026-01-11,2026-01-19,Planned,116,13,Routine
MS-00740,U-003,Support,Base 03,2026-06-27,2026-07-08,Active,173,19,Critical
MS-00741,U-051,Support,Base 51,2025-05-05,2025-05-06,Planned,216,8,Routine
MS-00742,U-033,Transport,Base 33,2026-01-15,2026-01-26,Completed,48,19,Routine
MS-00743,U-038,Training,Base 38,2025-07-12,2025-07-17,Active,215,19,Routine
MS-00744,U-024,Exercise,Base 24,2025-04-22,2025-05-01,Active,113,12,High
MS-00745,U-008,Support,Base 08,2025-08-18,2025-08-30,Planned,210,5,Routine
MS-00746,U-002,Support,Base 02,2025-05-11,2025-05-14,Active,100,9,Routine
MS-00747,U-037,Transport,Base 37,2025-05-20,2025-06-04,Planned,81,20,Routine
MS-00748,U-032,Transport,Base 32,2025-08-28,2025-08-29,Active,90,8,Critical
MS-00749,U-018,Training,Base 18,2025-03-28,2025-04-11,Active,46,7,Critical
MS-00750,U-053,Support,Base 53,2025-12-14,2025-12-25,Active,67,2,High
MS-00751,U-040,Transport,Base 40,2026-05-06,2026-05-17,Active,296,7,High
MS-00752,U-060,Transport,Base 60,2025-09-10,2025-09-24,Active,175,9,Critical
MS-00753,U-055,Training,Base 55,2026-08-08,2026-08-18,Planned,64,33,High
MS-00754,U-016,Exercise,Base 16,2025-01-23,2025-02-02,Planned,72,8,High
MS-00755,U-018,Exercise,Base 18,2025-08-03,2025-08-17,Completed,248,5,Routine
MS-00756,U-043,Exercise,Base 43,2025-10-27,2025-11-11,Active,174,37,Critical
MS-00757,U-009,Training,Base 09,2025-01-29,2025-02-03,Planned,198,26,Routine
MS-00758,U-042,Exercise,Base 42,2025-01-31,2025-02-10,Planned,116,13,Critical
MS-00759,U-032,Training,Base 32,2025-07-15,2025-07-28,Completed,94,38,Routine
MS-00760,U-040,Support,Base 40,2026-04-12,2026-04-18,Planned,84,5,Critical
MS-00761,U-041,Training,Base 41,2025-11-19,2025-11-25,Completed,257,8,High
MS-00762,U-029,Support,Base 29,2025-03-15,2025-03-23,Planned,179,19,Critical
MS-00763,U-002,Support,Base 02,2025-04-10,2025-04-11,Completed,250,10,High
MS-00764,U-052,Support,Base 52,2025-07-26,2025-08-06,Planned,104,21,Critical
MS-00765,U-038,Exercise,Base 38,2026-04-11,2026-04-19,Planned,121,3,High
MS-00766,U-036,Training,Base 36,2026-03-12,2026-03-21,Completed,79,38,Routine
MS-00767,U-060,Support,Base 60,2025-03-04,2025-03-18,Planned,92,36,Critical
MS-00768,U-023,Exercise,Base 23,2025-10-23,2025-10-28,Active,92,27,Routine
MS-00769,U-028,Transport,Base 28,2026-02-04,2026-02-10,Planned,51,8,High
MS-00770,U-051,Support,Base 51,2026-03-19,2026-03-22,Completed,296,18,Critical
MS-00771,U-008,Training,Base 08,2025-01-19,2025-01-20,Completed,190,36,Routine
MS-00772,U-046,Exercise,Base 46,2026-03-26,2026-03-31,Completed,38,23,Critical
MS-00773,U-048,Transport,Base 48,2026-03-21,2026-03-31,Completed,69,32,Routine
MS-00774,U-038,Support,Base 38,2025-05-07,2025-05-14,Planned,282,8,High
MS-00775,U-053,Support,Base 53,2025-09-07,2025-09-12,Completed,135,14,Critical
MS-00776,U-020,Exercise,Base 20,2025-08-02,2025-08-12,Planned,90,28,Critical
MS-00777,U-030,Support,Base 30,2026-06-02,2026-06-06,Active,45,13,Routine
MS-00778,U-033,Support,Base 33,2025-12-16,2025-12-17,Planned,205,27,High
MS-00779,U-022,Exercise,Base 22,2026-06-21,2026-06-25,Completed,150,5,High
MS-00780,U-035,Training,Base 35,2026-01-02,2026-01-08,Planned,206,7,Critical
MS-00781,U-053,Transport,Base 53,2026-04-28,2026-05-10,Active,196,4,High
MS-00782,U-057,Transport,Base 57,2025-10-31,2025-11-14,Planned,91,3,Critical
MS-00783,U-024,Transport,Base 24,2025-10-14,2025-10-20,Completed,64,13,Critical
MS-00784,U-014,Exercise,Base 14,2025-03-16,2025-03-29,Completed,165,39,High
MS-00785,U-058,Support,Base 58,2025-10-04,2025-10-07,Planned,141,11,Critical
MS-00786,U-041,Transport,Base 41,2026-08-11,2026-08-22,Planned,255,20,Routine
MS-00787,U-029,Support,Base 29,2026-02-25,2026-02-26,Completed,184,23,Routine
MS-00788,U-037,Training,Base 37,2025-11-08,2025-11-17,Planned,214,20,Routine
MS-00789,U-057,Support,Base 57,2026-03-21,2026-03-30,Planned,106,34,Critical
MS-00790,U-059,Exercise,Base 59,2025-03-07,2025-03-19,Completed,102,24,Routine
MS-00791,U-011,Exercise,Base 11,2025-04-18,2025-05-02,Planned,164,26,Routine
MS-00792,U-016,Exercise,Base 16,2025-04-18,2025-04-25,Completed,209,25,High
MS-00793,U-015,Support,Base 15,2026-03-13,2026-03-14,Active,171,14,Routine
MS-00794,U-021,Exercise,Base 21,2025-02-11,2025-02-17,Completed,171,2,High
MS-00795,U-043,Transport,Base 43,2026-01-09,2026-01-21,Completed,166,7,High
MS-00796,U-060,Training,Base 60,2026-02-04,2026-02-08,Completed,94,34,Routine
MS-00797,U-047,Support,Base 47,2026-01-28,2026-02-03,Completed,254,18,Critical
MS-00798,U-007,Exercise,Base 07,2026-02-07,2026-02-20,Completed,206,28,Critical
MS-00799,U-026,Training,Base 26,2025-11-20,2025-11-27,Completed,26,27,Routine
MS-00800,U-016,Transport,Base 16,2026-01-28,2026-02-03,Planned,220,9,High
MS-00801,U-008,Exercise,Base 08,2025-03-28,2025-04-04,Planned,229,31,Critical
MS-00802,U-025,Support,Base 25,2025-08-19,2025-08-24,Planned,228,11,Routine
MS-00803,U-020,Support,Base 20,2025-10-18,2025-10-25,Planned,108,34,High
MS-00804,U-006,Training,Base 06,2025-12-19,2025-12-22,Planned,289,15,High
MS-00805,U-039,Training,Base 39,2025-10-19,2025-10-27,Planned,168,6,High
MS-00806,U-048,Support,Base 48,2025-08-09,2025-08-21,Active,232,5,Routine
MS-00807,U-004,Training,Base 04,2026-04-27,2026-05-05,Completed,43,25,Routine
MS-00808,U-019,Exercise,Base 19,2025-12-09,2025-12-13,Completed,300,8,High
MS-00809,U-044,Transport,Base 44,2026-01-07,2026-01-17,Planned,296,5,Critical
MS-00810,U-044,Exercise,Base 44,2026-02-07,2026-02-16,Completed,215,21,Critical
MS-00811,U-051,Training,Base 51,2026-05-21,2026-05-22,Planned,209,30,High
MS-00812,U-020,Exercise,Base 20,2026-03-16,2026-03-20,Completed,123,12,High
MS-00813,U-009,Training,Base 09,2026-07-05,2026-07-12,Active,93,33,Routine
MS-00814,U-059,Exercise,Base 59,2025-05-26,2025-06-03,Active,229,26,Critical
MS-00815,U-022,Training,Base 22,2026-03-22,2026-03-30,Active,48,26,Critical
MS-00816,U-050,Training,Base 50,2025-02-15,2025-03-02,Active,274,33,Routine
MS-00817,U-060,Training,Base 60,2025-07-19,2025-07-25,Planned,248,28,Routine
MS-00818,U-017,Training,Base 17,2026-04-16,2026-04-23,Completed,260,9,High
MS-00819,U-017,Support,Base 17,2025-01-29,2025-02-01,Completed,76,10,Routine
MS-00820,U-017,Transport,Base 17,2025-09-19,2025-10-01,Completed,109,19,Critical
MS-00821,U-017,Training,Base 17,2025-03-31,2025-04-07,Completed,295,13,High
MS-00822,U-007,Exercise,Base 07,2025-11-05,2025-11-06,Planned,194,32,Critical
MS-00823,U-052,Support,Base 52,2025-03-14,2025-03-18,Planned,28,33,Routine
MS-00824,U-015,Exercise,Base 15,2025-09-02,2025-09-08,Completed,233,32,Routine
MS-00825,U-022,Support,Base 22,2025-07-17,2025-07-28,Planned,40,36,High
MS-00826,U-006,Support,Base 06,2026-07-03,2026-07-12,Planned,217,5,High
MS-00827,U-037,Support,Base 37,2026-02-17,2026-02-22,Planned,300,40,High
MS-00828,U-027,Exercise,Base 27,2026-08-09,2026-08-11,Active,119,2,Critical
MS-00829,U-054,Transport,Base 54,2026-03-28,2026-04-06,Completed,129,37,Critical
MS-00830,U-042,Transport,Base 42,2025-01-29,2025-01-30,Completed,157,8,High
MS-00831,U-005,Training,Base 05,2026-02-10,2026-02-21,Planned,70,14,Routine
MS-00832,U-026,Transport,Base 26,2025-07-25,2025-07-30,Planned,198,14,Critical
MS-00833,U-060,Exercise,Base 60,2026-03-06,2026-03-17,Active,168,34,Routine
MS-00834,U-033,Exercise,Base 33,2026-07-30,2026-08-05,Planned,264,18,Critical
MS-00835,U-038,Training,Base 38,2026-06-20,2026-06-26,Planned,149,5,Routine
MS-00836,U-020,Training,Base 20,2025-09-07,2025-09-09,Active,295,40,Critical
MS-00837,U-049,Training,Base 49,2025-05-26,2025-06-05,Planned,137,23,Critical
MS-00838,U-019,Transport,Base 19,2025-09-27,2025-10-03,Planned,31,23,Critical
MS-00839,U-029,Exercise,Base 29,2025-07-27,2025-07-29,Planned,185,10,High
MS-00840,U-005,Transport,Base 05,2025-10-11,2025-10-24,Planned,247,35,Routine
MS-00841,U-054,Transport,Base 54,2025-10-30,2025-11-11,Planned,225,29,Routine
MS-00842,U-028,Exercise,Base 28,2025-08-08,2025-08-14,Active,90,35,Routine
MS-00843,U-027,Training,Base 27,2025-07-20,2025-07-30,Planned,242,16,Routine
MS-00844,U-030,Support,Base 30,2025-09-06,2025-09-19,Active,200,27,Critical
MS-00845,U-041,Training,Base 41,2025-09-13,2025-09-23,Planned,190,30,Routine
MS-00846,U-047,Exercise,Base 47,2025-03-03,2025-03-09,Planned,37,17,High
MS-00847,U-014,Training,Base 14,2025-05-03,2025-05-06,Planned,110,14,Critical
MS-00848,U-021,Support,Base 21,2026-02-19,2026-02-21,Active,154,14,Routine
MS-00849,U-024,Exercise,Base 24,2026-04-03,2026-04-16,Active,28,22,High
MS-00850,U-020,Exercise,Base 20,2025-05-12,2025-05-16,Planned,293,29,Routine
MS-00851,U-025,Support,Base 25,2026-06-01,2026-06-10,Planned,250,10,Critical
MS-00852,U-043,Training,Base 43,2026-06-08,2026-06-09,Active,149,25,High
MS-00853,U-020,Support,Base 20,2025-12-02,2025-12-17,Active,45,32,High
MS-00854,U-041,Training,Base 41,2025-02-26,2025-02-27,Active,217,4,Critical
MS-00855,U-037,Training,Base 37,2026-03-23,2026-03-28,Completed,136,22,Critical
MS-00856,U-050,Transport,Base 50,2025-08-20,2025-08-26,Planned,272,6,High
MS-00857,U-045,Transport,Base 45,2025-04-26,2025-05-11,Planned,237,15,Routine
MS-00858,U-025,Training,Base 25,2025-01-20,2025-01-31,Active,28,7,Routine
MS-00859,U-044,Support,Base 44,2025-06-17,2025-06-19,Active,117,3,Routine
MS-00860,U-057,Training,Base 57,2026-02-13,2026-02-16,Completed,277,20,High
MS-00861,U-015,Exercise,Base 15,2025-02-10,2025-02-17,Planned,41,14,High
MS-00862,U-002,Transport,Base 02,2025-08-01,2025-08-04,Active,224,11,Critical
MS-00863,U-047,Exercise,Base 47,2025-12-18,2025-12-23,Active,169,37,High
MS-00864,U-053,Exercise,Base 53,2025-04-13,2025-04-24,Completed,289,37,Critical
MS-00865,U-015,Exercise,Base 15,2025-06-13,2025-06-27,Active,179,17,Critical
MS-00866,U-025,Transport,Base 25,2026-05-23,2026-06-01,Completed,139,14,Critical
MS-00867,U-044,Training,Base 44,2025-09-28,2025-10-05,Completed,239,27,Critical
MS-00868,U-009,Exercise,Base 09,2025-08-01,2025-08-02,Planned,269,15,High
MS-00869,U-001,Training,Base 01,2025-09-03,2025-09-16,Completed,168,29,High
MS-00870,U-015,Transport,Base 15,2026-06-04,2026-06-05,Planned,285,12,High
MS-00871,U-044,Exercise,Base 44,2026-04-07,2026-04-12,Completed,192,24,High
MS-00872,U-011,Support,Base 11,2026-07-26,2026-08-01,Planned,282,36,High
MS-00873,U-041,Support,Base 41,2025-09-18,2025-09-20,Active,156,16,Critical
MS-00874,U-003,Transport,Base 03,2025-12-23,2026-01-03,Completed,155,34,Critical
MS-00875,U-033,Exercise,Base 33,2025-08-26,2025-09-10,Active,286,29,Routine
MS-00876,U-059,Exercise,Base 59,2026-07-03,2026-07-16,Planned,259,25,Critical
MS-00877,U-015,Support,Base 15,2026-08-11,2026-08-22,Planned,204,26,High
MS-00878,U-049,Exercise,Base 49,2026-03-10,2026-03-11,Planned,149,13,High
MS-00879,U-003,Support,Base 03,2026-06-12,2026-06-22,Completed,191,20,Critical
MS-00880,U-053,Transport,Base 53,2026-06-23,2026-07-04,Active,130,34,Critical
MS-00881,U-001,Support,Base 01,2026-01-11,2026-01-26,Completed,138,18,High
MS-00882,U-051,Training,Base 51,2025-03-23,2025-03-31,Planned,40,18,High
MS-00883,U-042,Exercise,Base 42,2026-07-22,2026-07-28,Planned,178,18,High
MS-00884,U-051,Support,Base 51,2025-05-15,2025-05-21,Planned,115,18,Critical
MS-00885,U-007,Exercise,Base 07,2025-10-21,2025-10-30,Completed,152,22,Critical
MS-00886,U-012,Support,Base 12,2025-04-10,2025-04-12,Planned,40,24,Critical
MS-00887,U-057,Training,Base 57,2026-05-08,2026-05-21,Planned,224,40,Critical
MS-00888,U-017,Exercise,Base 17,2026-01-25,2026-02-03,Completed,62,26,High
MS-00889,U-047,Exercise,Base 47,2026-05-26,2026-05-31,Active,275,37,Critical
MS-00890,U-029,Exercise,Base 29,2025-11-16,2025-11-17,Completed,225,28,Routine
MS-00891,U-057,Training,Base 57,2025-05-13,2025-05-28,Active,161,29,Routine
MS-00892,U-060,Support,Base 60,2025-02-02,2025-02-15,Completed,272,36,Critical
MS-00893,U-027,Support,Base 27,2025-12-12,2025-12-18,Completed,216,28,High
MS-00894,U-030,Training,Base 30,2025-08-07,2025-08-21,Active,132,11,Routine
MS-00895,U-008,Transport,Base 08,2025-06-20,2025-06-26,Planned,239,7,High
MS-00896,U-057,Training,Base 57,2025-10-09,2025-10-19,Planned,279,21,High
MS-00897,U-045,Transport,Base 45,2025-04-14,2025-04-16,Planned,230,34,Routine
MS-00898,U-045,Training,Base 45,2025-06-12,2025-06-24,Completed,92,36,Critical
MS-00899,U-041,Support,Base 41,2025-03-01,2025-03-16,Active,268,9,Routine
MS-00900,U-024,Exercise,Base 24,2026-03-05,2026-03-08,Active,135,40,Critical
MS-00901,U-002,Training,Base 02,2025-10-11,2025-10-23,Active,97,33,Routine
MS-00902,U-009,Support,Base 09,2025-10-07,2025-10-19,Completed,181,36,Critical
MS-00903,U-046,Exercise,Base 46,2025-04-11,2025-04-18,Active,196,38,High
MS-00904,U-059,Exercise,Base 59,2026-04-02,2026-04-11,Completed,56,9,High
MS-00905,U-043,Training,Base 43,2026-03-29,2026-04-06,Active,216,14,Routine
MS-00906,U-045,Support,Base 45,2025-11-20,2025-11-29,Active,225,11,Critical
MS-00907,U-048,Training,Base 48,2026-04-21,2026-05-06,Active,67,35,Critical
MS-00908,U-037,Support,Base 37,2025-03-09,2025-03-18,Active,163,19,Routine
MS-00909,U-054,Training,Base 54,2025-05-14,2025-05-25,Planned,43,34,Routine
MS-00910,U-022,Training,Base 22,2026-07-23,2026-07-28,Planned,128,25,Critical
MS-00911,U-020,Transport,Base 20,2025-03-04,2025-03-17,Planned,168,12,Routine
MS-00912,U-020,Transport,Base 20,2026-01-07,2026-01-22,Planned,111,34,High
MS-00913,U-025,Transport,Base 25,2026-04-24,2026-05-01,Completed,181,16,Critical
MS-00914,U-027,Exercise,Base 27,2026-02-23,2026-02-28,Completed,128,39,Routine
MS-00915,U-044,Exercise,Base 44,2025-11-11,2025-11-25,Active,123,33,Routine
MS-00916,U-013,Training,Base 13,2025-06-27,2025-07-08,Completed,46,35,Routine
MS-00917,U-039,Transport,Base 39,2025-11-03,2025-11-08,Planned,50,11,Routine
MS-00918,U-034,Support,Base 34,2025-10-31,2025-11-13,Completed,139,24,Critical
MS-00919,U-038,Support,Base 38,2025-04-22,2025-04-24,Completed,263,34,High
MS-00920,U-053,Transport,Base 53,2025-09-21,2025-10-03,Planned,103,38,High
MS-00921,U-006,Exercise,Base 06,2025-06-21,2025-07-04,Completed,95,34,High
MS-00922,U-002,Exercise,Base 02,2025-02-06,2025-02-16,Active,212,12,High
MS-00923,U-028,Support,Base 28,2026-01-17,2026-02-01,Active,84,11,High
MS-00924,U-026,Transport,Base 26,2025-06-07,2025-06-12,Active,256,28,Routine
MS-00925,U-054,Exercise,Base 54,2025-06-09,2025-06-16,Completed,199,18,High
MS-00926,U-059,Training,Base 59,2026-03-01,2026-03-14,Completed,47,14,High
MS-00927,U-004,Exercise,Base 04,2026-03-27,2026-03-29,Active,211,25,High
MS-00928,U-050,Support,Base 50,2025-12-28,2026-01-12,Planned,290,10,High
MS-00929,U-050,Transport,Base 50,2026-04-09,2026-04-21,Active,254,7,Routine
MS-00930,U-031,Transport,Base 31,2025-03-15,2025-03-29,Planned,226,8,Critical
MS-00931,U-005,Exercise,Base 05,2026-04-29,2026-05-08,Planned,269,23,Critical
MS-00932,U-049,Transport,Base 49,2025-04-01,2025-04-10,Planned,81,35,Critical
MS-00933,U-058,Support,Base 58,2026-03-16,2026-03-20,Planned,125,31,Critical
MS-00934,U-018,Training,Base 18,2025-02-28,2025-03-02,Planned,206,32,Routine
MS-00935,U-023,Support,Base 23,2026-02-16,2026-03-01,Active,24,5,Routine
MS-00936,U-017,Exercise,Base 17,2026-05-14,2026-05-27,Planned,169,4,High
MS-00937,U-042,Training,Base 42,2025-12-03,2025-12-12,Completed,39,5,Routine
MS-00938,U-058,Exercise,Base 58,2026-03-31,2026-04-15,Planned,233,6,High
MS-00939,U-028,Exercise,Base 28,2025-07-30,2025-07-31,Active,255,20,Routine
MS-00940,U-014,Support,Base 14,2026-04-28,2026-05-06,Planned,236,10,Routine
MS-00941,U-008,Training,Base 08,2025-10-09,2025-10-10,Active,94,27,Critical
MS-00942,U-002,Training,Base 02,2026-01-15,2026-01-30,Planned,100,10,High
MS-00943,U-025,Support,Base 25,2025-06-16,2025-06-23,Active,46,8,Routine
MS-00944,U-019,Exercise,Base 19,2025-05-25,2025-05-30,Planned,280,33,High
MS-00945,U-015,Support,Base 15,2025-02-01,2025-02-13,Planned,276,27,Routine
MS-00946,U-033,Exercise,Base 33,2025-04-23,2025-05-02,Active,123,9,Critical
MS-00947,U-026,Transport,Base 26,2026-06-18,2026-06-22,Completed,55,14,Critical
MS-00948,U-023,Support,Base 23,2026-06-01,2026-06-12,Completed,147,33,Critical
MS-00949,U-019,Support,Base 19,2026-04-03,2026-04-08,Completed,83,40,Critical
MS-00950,U-032,Exercise,Base 32,2026-07-01,2026-07-13,Active,129,38,Routine
MS-00951,U-051,Support,Base 51,2026-05-19,2026-05-23,Active,285,12,Critical
MS-00952,U-049,Support,Base 49,2025-08-19,2025-08-31,Planned,254,22,High
